_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-5,M30019,M1,1,0,Transcription Factor Targets,16,HSD17B8 TARGET GENES,,-5,2.8,5.3,30169,659,374,23,6.1,1.2,641|672|675|701|1029|2290|2625|3146|3169|5426|5824|5888|5965|6117|6240|7153|10535|10664|11200|51574|83990|157570|170302,BLM|BRCA1|BRCA2|BUB1B|CDKN2A|FOXG1|GATA3|HMGB1|FOXA1|POLE|PEX19|RAD51|RECQL|RPA1|RRM1|TOP2A|RNASEH2A|CTCF|CHEK2|LARP7|BRIP1|ESCO2|ARX,-4,0
1,-4.7,M946,M1,1,0,Transcription Factor Targets,16,GGATTA PITX2 Q2,,-4.7,2.9,5.1,30169,594,374,21,5.6,1.2,15|25|596|675|1075|1145|2138|3146|3169|3758|4204|4281|4723|4853|5308|7504|25836|54894|60675|129880|170302,AANAT|ABL1|BCL2|BRCA2|CTSC|CHRNE|EYA1|HMGB1|FOXA1|KCNJ1|MECP2|MID1|NDUFV1|NOTCH2|PITX2|XK|NIPBL|RNF43|PROK2|BBS5|ARX,-3.7,0
1,-4.6,M19368,M1,1,0,Transcription Factor Targets,16,TGATTTRY GFI1 01,,-4.6,3.8,5.5,30169,296,374,14,3.7,0.98,595|2099|2534|2668|4281|5308|5599|5728|6714|7401|9496|25836|51057|124590,CCND1|ESR1|FYN|GDNF|MID1|PITX2|MAPK8|PTEN|SRC|CLRN1|TBX4|NIPBL|WDPCP|USH1G,-3.7,0
1,-4.5,M30363,M1,1,0,Transcription Factor Targets,16,ZNF596 TARGET GENES,,-4.5,2.7,4.9,30169,656,374,22,5.9,1.2,2033|2065|2260|2625|4194|4763|4790|5194|5295|5308|5426|5728|5818|6774|8289|8821|10413|10560|54894|64374|91252|374291,EP300|ERBB3|FGFR1|GATA3|MDM4|NF1|NFKB1|PEX13|PIK3R1|PITX2|POLE|PTEN|NECTIN1|STAT3|ARID1A|INPP4B|YAP1|SLC19A2|RNF43|SIL1|SLC39A13|NDUFS7,-3.6,0
1,-4.5,M16694,M1,1,0,Transcription Factor Targets,16,AP4 01,,-4.5,4,5.4,30169,265,374,13,3.5,0.95,783|1286|2138|3479|3757|3759|5054|5308|5913|6774|7422|10008|25836,CACNB2|COL4A4|EYA1|IGF1|KCNH2|KCNJ2|SERPINE1|PITX2|RAPSN|STAT3|VEGFA|KCNE3|NIPBL,-3.5,0
1,-4.5,M6422,M1,1,0,Transcription Factor Targets,16,TTAYRTAA E4BP4 01,,-4.5,3.9,5.4,30169,268,374,13,3.5,0.95,2033|2138|3758|4204|5818|7021|8503|8864|10468|11277|25836|51574|161742,EP300|EYA1|KCNJ1|MECP2|NECTIN1|TFAP2B|PIK3R3|PER2|FST|TREX1|NIPBL|LARP7|SPRED1,-3.5,0
1,-4.4,M17644,M1,1,0,Transcription Factor Targets,16,OSF2 Q6,,-4.4,3.9,5.3,30169,270,374,13,3.5,0.95,2245|2249|2260|3758|3845|4256|5308|5873|8503|10468|11005|60675|92002,FGD1|FGF4|FGFR1|KCNJ1|KRAS|MGP|PITX2|RAB27A|PIK3R3|FST|SPINK5|PROK2|CCNQ,-3.5,0
1,-4.2,M16022,M1,1,0,Transcription Factor Targets,16,CTAWWWATA RSRFC4 Q2,,-4.2,3.3,5,30169,366,374,15,4,1,2099|2138|2249|3479|3667|3725|3759|4593|5308|6119|6330|7504|8503|9611|80067,ESR1|EYA1|FGF4|IGF1|IRS1|JUN|KCNJ2|MUSK|PITX2|RPA3|SCN4B|XK|PIK3R3|NCOR1|DCAF17,-3.3,0
1,-4.2,M12580,M1,1,0,Transcription Factor Targets,16,GATA3 01,,-4.2,4,5.2,30169,245,374,12,3.2,0.91,25|269|1747|2064|2099|3169|3479|4204|6663|9244|81607|124590,ABL1|AMHR2|DLX3|ERBB2|ESR1|FOXA1|IGF1|MECP2|SOX10|CRLF1|NECTIN4|USH1G,-3.3,0
1,-4.2,M9955,M1,1,0,Transcription Factor Targets,16,TGAYRTCA ATF3 Q6,,-4.2,2.8,4.7,30169,549,374,19,5.1,1.1,1108|1956|2138|2353|3479|3725|4128|4281|4647|4763|5308|5889|5970|6774|7054|7809|10021|10743|55800,CHD4|EGFR|EYA1|FOS|IGF1|JUN|MAOA|MID1|MYO7A|NF1|PITX2|RAD51C|RELA|STAT3|TH|BSND|HCN4|RAI1|SCN3B,-3.2,0
1,-4.1,M8549,M1,1,0,Transcription Factor Targets,16,AREB6 04,,-4.1,3.8,5.1,30169,253,374,12,3.2,0.91,2065|3146|3169|3759|4763|4790|5993|6663|8503|23111|25836|51057,ERBB3|HMGB1|FOXA1|KCNJ2|NF1|NFKB1|RFX5|SOX10|PIK3R3|SPART|NIPBL|WDPCP,-3.1,0
1,-4.1,M13313,M1,1,0,Transcription Factor Targets,16,TGIF 01,,-4.1,3.8,5,30169,254,374,12,3.2,0.91,2138|3667|3757|4149|8503|10664|11005|25836|26128|29915|80067|161742,EYA1|IRS1|KCNH2|MAX|PIK3R3|CTCF|SPINK5|NIPBL|KIFBP|HCFC2|DCAF17|SPRED1,-3.1,0
1,-4,M5708,M1,1,0,Transcription Factor Targets,16,OCT1 05,,-4,3.8,5,30169,255,374,12,3.2,0.91,596|1017|2263|2353|3146|3569|3981|4281|5728|26504|80067|91252,BCL2|CDK2|FGFR2|FOS|HMGB1|IL6|LIG4|MID1|PTEN|CNNM4|DCAF17|SLC39A13,-3.1,0
1,-4,M4998,M1,1,0,Transcription Factor Targets,16,MYOD Q6 01,,-4,3.8,5,30169,257,374,12,3.2,0.91,323|1000|1144|1387|2065|2885|3757|3759|5465|8405|23171|51082,APBB2|CDH2|CHRND|CREBBP|ERBB3|GRB2|KCNH2|KCNJ2|PPARA|SPOP|GPD1L|POLR1D,-3.1,0
1,-4,M4815,M1,1,0,Transcription Factor Targets,16,WTTGKCTG UNKNOWN,,-4,2.8,4.6,30169,519,374,18,4.8,1.1,367|999|1027|1747|2746|3146|3757|5189|5295|5528|6663|6774|8289|8503|9409|10468|25836|80144,AR|CDH1|CDKN1B|DLX3|GLUD1|HMGB1|KCNH2|PEX1|PIK3R1|PPP2R5D|SOX10|STAT3|ARID1A|PIK3R3|PEX16|FST|NIPBL|FRAS1,-3.1,0
1,-3.9,M2998,M1,1,0,Transcription Factor Targets,16,LBP1 Q6,,-3.9,4,5,30169,222,374,11,2.9,0.87,783|1027|1103|1108|2625|3932|4647|5913|5970|8289|55800,CACNB2|CDKN1B|CHAT|CHD4|GATA3|LCK|MYO7A|RAPSN|RELA|ARID1A|SCN3B,-3,0
1,-3.9,M19588,M1,1,0,Transcription Factor Targets,16,CEBPB 02,,-3.9,3.6,4.8,30169,266,374,12,3.2,0.91,783|1027|1286|2099|3759|5308|6119|6663|6774|10008|10468|161742,CACNB2|CDKN1B|COL4A4|ESR1|KCNJ2|PITX2|RPA3|SOX10|STAT3|KCNE3|FST|SPRED1,-3,0
1,-3.9,M17392,M1,1,0,Transcription Factor Targets,16,AGCYRWTTC UNKNOWN,,-3.9,5.3,5.4,30169,121,374,8,2.1,0.75,2263|2668|3169|3479|5308|5528|7515|8503,FGFR2|GDNF|FOXA1|IGF1|PITX2|PPP2R5D|XRCC1|PIK3R3,-2.9,0
1,-3.9,M10112,M1,1,0,Transcription Factor Targets,16,RNGTGGGC UNKNOWN,,-3.9,2.4,4.3,30169,784,374,23,6.1,1.2,15|595|1174|2033|2290|2534|3169|3757|3932|4256|4810|5194|5308|5818|6119|6240|7021|7422|7439|7504|10468|54894|124590,AANAT|CCND1|AP1S1|EP300|FOXG1|FYN|FOXA1|KCNH2|LCK|MGP|NHS|PEX13|PITX2|NECTIN1|RPA3|RRM1|TFAP2B|VEGFA|BEST1|XK|FST|RNF43|USH1G,-2.9,0
1,-3.8,M13052,M1,1,0,Transcription Factor Targets,16,GATA6 01,,-3.8,3.6,4.8,30169,268,374,12,3.2,0.91,783|1000|1286|2138|3169|4281|5308|8405|9496|10468|10664|10743,CACNB2|CDH2|COL4A4|EYA1|FOXA1|MID1|PITX2|SPOP|TBX4|FST|CTCF|RAI1,-2.9,0
1,-3.7,M40806,M1,1,0,Transcription Factor Targets,16,ZNF101 TARGET GENES,,-3.7,3.8,4.8,30169,234,374,11,2.9,0.87,1432|1499|3981|4722|4723|6605|8086|9409|51057|55131|374291,MAPK14|CTNNB1|LIG4|NDUFS3|NDUFV1|SMARCE1|AAAS|PEX16|WDPCP|RBM28|NDUFS7,-2.8,0
1,-3.7,M30403,M1,1,0,Transcription Factor Targets,16,ZSCAN21 TARGET GENES,,-3.7,2.7,4.4,30169,504,374,17,4.5,1.1,585|1287|1432|3146|5295|6648|8821|9939|23054|25937|51360|54894|55131|80144|196527|285590|374291,BBS4|COL4A5|MAPK14|HMGB1|PIK3R1|SOD2|INPP4B|RBM8A|NCOA6|WWTR1|MBTPS2|RNF43|RBM28|FRAS1|ANO6|SH3PXD2B|NDUFS7,-2.8,0
1,-3.6,M6325,M1,1,0,Transcription Factor Targets,16,SMAD3 Q6,,-3.6,3.7,4.7,30169,242,374,11,2.9,0.87,323|783|1302|1747|2138|3146|5818|5993|8289|8503|10743,APBB2|CACNB2|COL11A2|DLX3|EYA1|HMGB1|NECTIN1|RFX5|ARID1A|PIK3R3|RAI1,-2.7,0
1,-3.5,M3403,M1,1,0,Transcription Factor Targets,16,GTGACGY E4F1 Q6,,-3.5,2.4,4.1,30169,671,374,20,5.3,1.2,617|675|1287|2668|2885|3169|3569|4128|4723|4763|5308|5518|5889|5932|5970|6663|6774|10664|11005|91252,BCS1L|BRCA2|COL4A5|GDNF|GRB2|FOXA1|IL6|MAOA|NDUFV1|NF1|PITX2|PPP2R1A|RAD51C|RBBP8|RELA|SOX10|STAT3|CTCF|SPINK5|SLC39A13,-2.6,0
1,-3.5,M30316,M1,1,0,Transcription Factor Targets,16,ZNF410 TARGET GENES,,-3.5,2.5,4.1,30169,623,374,19,5.1,1.1,596|841|1019|1108|2534|3146|3257|3757|3932|4149|4695|4790|7156|7389|7422|8405|23363|79813|161742,BCL2|CASP8|CDK4|CHD4|FYN|HMGB1|HPS1|KCNH2|LCK|MAX|NDUFA2|NFKB1|TOP3A|UROD|VEGFA|SPOP|OBSL1|EHMT1|SPRED1,-2.6,0
1,-3.5,M7797,M1,1,0,Transcription Factor Targets,16,ZIC2 01,,-3.5,3.5,4.5,30169,252,374,11,2.9,0.87,582|1130|1908|2065|3736|3766|4593|5879|7157|25836|55640,BBS1|LYST|EDN3|ERBB3|KCNA1|KCNJ10|MUSK|RAC1|TP53|NIPBL|FLVCR2,-2.6,0
1,-3.5,M17596,M1,1,0,Transcription Factor Targets,16,E2A Q2,,-3.5,3.5,4.5,30169,253,374,11,2.9,0.87,323|1108|1144|2885|3479|3759|4281|4593|4851|5913|8405,APBB2|CHD4|CHRND|GRB2|IGF1|KCNJ2|MID1|MUSK|NOTCH1|RAPSN|SPOP,-2.6,0
1,-3.5,M30038,M1,1,0,Transcription Factor Targets,16,KLF14 TARGET GENES,,-3.5,3.5,4.5,30169,253,374,11,2.9,0.87,1019|3146|4010|4722|5426|6774|8289|9342|51360|55131|374291,CDK4|HMGB1|LMX1B|NDUFS3|POLE|STAT3|ARID1A|SNAP29|MBTPS2|RBM28|NDUFS7,-2.6,0
1,-3.4,M6628,M1,1,0,Transcription Factor Targets,16,GTGGGTGK UNKNOWN,,-3.4,3.3,4.4,30169,297,374,12,3.2,0.91,617|1027|3479|3757|4853|5054|5308|5317|5818|6663|7422|8864,BCS1L|CDKN1B|IGF1|KCNH2|NOTCH2|SERPINE1|PITX2|PKP1|NECTIN1|SOX10|VEGFA|PER2,-2.6,0
1,-3.4,M11469,M1,1,0,Transcription Factor Targets,16,AP2 Q3,,-3.4,3.5,4.5,30169,255,374,11,2.9,0.87,1108|1302|2245|3667|3736|7040|8405|8869|10664|11005|23054,CHD4|COL11A2|FGD1|IRS1|KCNA1|TGFB1|SPOP|ST3GAL5|CTCF|SPINK5|NCOA6,-2.6,0
1,-3.4,M4896,M1,1,0,Transcription Factor Targets,16,CEBPA 01,,-3.4,3.5,4.4,30169,256,374,11,2.9,0.87,783|1956|2033|2099|3759|4128|4851|6119|7504|10468|161742,CACNB2|EGFR|EP300|ESR1|KCNJ2|MAOA|NOTCH1|RPA3|XK|FST|SPRED1,-2.5,0
1,-3.4,M8585,M1,1,0,Transcription Factor Targets,16,TFIIA Q6,,-3.4,3.5,4.4,30169,256,374,11,2.9,0.87,595|1108|1144|1747|2033|3766|5993|6598|7021|7040|25836,CCND1|CHD4|CHRND|DLX3|EP300|KCNJ10|RFX5|SMARCB1|TFAP2B|TGFB1|NIPBL,-2.5,0
1,-3.4,M1903,M1,1,0,Transcription Factor Targets,16,SMAD Q6,,-3.4,3.4,4.4,30169,258,374,11,2.9,0.87,596|783|2668|3736|3757|4724|5295|6240|7422|8289|8405,BCL2|CACNB2|GDNF|KCNA1|KCNH2|NDUFS4|PIK3R1|RRM1|VEGFA|ARID1A|SPOP,-2.5,0
1,-3.4,M40758,M1,1,0,Transcription Factor Targets,16,MEF2C TARGET GENES,,-3.4,2.2,3.9,30169,795,374,22,5.9,1.2,545|580|596|1075|1499|3146|3845|4292|5447|5925|7259|8504|8821|10498|11285|51360|55131|55800|80067|84153|89781|145173,ATR|BARD1|BCL2|CTSC|CTNNB1|HMGB1|KRAS|MLH1|POR|RB1|TSPYL1|PEX3|INPP4B|CARM1|B4GALT7|MBTPS2|RBM28|SCN3B|DCAF17|RNASEH2C|HPS4|B3GLCT,-2.5,0
1,-3.3,M30090,M1,1,0,Transcription Factor Targets,16,NKX2 3 TARGET GENES,,-3.3,2.5,4.1,30169,539,374,17,4.5,1.1,950|2534|4695|4835|4868|5965|6119|6648|8036|9657|10083|10413|51574|54894|91147|147912|196527,SCARB2|FYN|NDUFA2|NQO2|NPHS1|RECQL|RPA3|SOD2|SHOC2|IQCB1|USH1C|YAP1|LARP7|RNF43|TMEM67|SIX5|ANO6,-2.5,0
1,-3.3,M40689,M1,1,0,Transcription Factor Targets,16,ZBTB5 TARGET GENES,,-3.3,4,4.5,30169,182,374,9,2.4,0.79,2353|3169|4683|4722|5880|6605|8503|51057|157570,FOS|FOXA1|NBN|NDUFS3|RAC2|SMARCE1|PIK3R3|WDPCP|ESCO2,-2.5,0
1,-3.3,M10921,M1,1,0,Transcription Factor Targets,16,AREB6 03,,-3.3,3.4,4.3,30169,263,374,11,2.9,0.87,1432|2065|2138|2317|3169|4072|6340|9611|10468|55800|81607,MAPK14|ERBB3|EYA1|FLNB|FOXA1|EPCAM|SCNN1G|NCOR1|FST|SCN3B|NECTIN4,-2.5,0
1,-3.3,M19327,M1,1,0,Transcription Factor Targets,16,CDC5 01,,-3.3,3.3,4.3,30169,266,374,11,2.9,0.87,2138|2534|3169|4593|5295|6774|7422|8503|8821|10999|60675,EYA1|FYN|FOXA1|MUSK|PIK3R1|STAT3|VEGFA|PIK3R3|INPP4B|SLC27A4|PROK2,-2.4,0
1,-3.3,M11345,M1,1,0,Transcription Factor Targets,16,AP4 Q6,,-3.3,3.6,4.4,30169,225,374,10,2.7,0.83,783|2138|2625|3932|5873|8289|51057|60675|80144|147912,CACNB2|EYA1|GATA3|LCK|RAB27A|ARID1A|WDPCP|PROK2|FRAS1|SIX5,-2.4,0
1,-3.2,M17318,M1,1,0,Transcription Factor Targets,16,CGTSACG PAX3 B,,-3.2,4.3,4.6,30169,149,374,8,2.1,0.75,5308|5518|5889|5932|6605|10664|11005|11234,PITX2|PPP2R1A|RAD51C|RBBP8|SMARCE1|CTCF|SPINK5|HPS5,-2.4,0
1,-3.2,M30142,M1,1,0,Transcription Factor Targets,16,RFX7 TARGET GENES,,-3.2,2.6,4,30169,500,374,16,4.3,1,472|583|1029|2065|3146|4292|5873|5888|6119|6648|8405|8802|9488|51057|79728|196527,ATM|BBS2|CDKN2A|ERBB3|HMGB1|MLH1|RAB27A|RAD51|RPA3|SOD2|SPOP|SUCLG1|PIGB|WDPCP|PALB2|ANO6,-2.4,0
1,-3.2,M40771,M1,1,0,Transcription Factor Targets,16,ZNF260 TARGET GENES,,-3.2,2.6,4,30169,500,374,16,4.3,1,2885|3981|4695|4722|5194|5873|8405|8504|9488|22930|26128|51057|51360|55131|57545|374291,GRB2|LIG4|NDUFA2|NDUFS3|PEX13|RAB27A|SPOP|PEX3|PIGB|RAB3GAP1|KIFBP|WDPCP|MBTPS2|RBM28|CC2D2A|NDUFS7,-2.4,0
1,-3.2,M12599,M1,1,0,Transcription Factor Targets,16,MYOD 01,,-3.2,3.3,4.2,30169,269,374,11,2.9,0.87,783|1302|2065|3479|4593|5880|8405|8869|9244|51082|80781,CACNB2|COL11A2|ERBB3|IGF1|MUSK|RAC2|SPOP|ST3GAL5|CRLF1|POLR1D|COL18A1,-2.4,0
1,-3.2,M4238,M1,1,0,Transcription Factor Targets,16,OCT C,,-3.2,3.3,4.2,30169,270,374,11,2.9,0.87,25|596|1017|2263|2290|5728|7401|7809|8864|26504|91252,ABL1|BCL2|CDK2|FGFR2|FOXG1|PTEN|CLRN1|BSND|PER2|CNNM4|SLC39A13,-2.4,0
1,-3.2,M8634,M1,1,0,Transcription Factor Targets,16,HNF4 Q6,,-3.2,3.3,4.2,30169,271,374,11,2.9,0.87,783|2065|2290|3169|4281|6240|7040|7504|8503|10083|25836,CACNB2|ERBB3|FOXG1|FOXA1|MID1|RRM1|TGFB1|XK|PIK3R3|USH1C|NIPBL,-2.4,0
1,-3.2,M17712,M1,1,0,Transcription Factor Targets,16,WGTTNNNNNAAA UNKNOWN,,-3.2,2.5,3.9,30169,554,374,17,4.5,1.1,1432|2138|2260|2353|3169|4128|4204|4256|5295|5308|7021|7401|7422|10225|10468|145173|147912,MAPK14|EYA1|FGFR1|FOS|FOXA1|MAOA|MECP2|MGP|PIK3R1|PITX2|TFAP2B|CLRN1|VEGFA|CD96|FST|B3GLCT|SIX5,-2.4,0
1,-3.2,M16178,M1,1,0,Transcription Factor Targets,16,HOXA4 Q2,,-3.2,3.3,4.2,30169,272,374,11,2.9,0.87,595|1499|2248|5295|5308|5993|6119|7021|8289|51057|54894,CCND1|CTNNB1|FGF3|PIK3R1|PITX2|RFX5|RPA3|TFAP2B|ARID1A|WDPCP|RNF43,-2.4,0
1,-3.2,M9026,M1,1,0,Transcription Factor Targets,16,AP4 Q5,,-3.2,3.3,4.2,30169,272,374,11,2.9,0.87,783|1108|2065|2099|2138|3479|3757|3759|5873|10743|147912,CACNB2|CHD4|ERBB3|ESR1|EYA1|IGF1|KCNH2|KCNJ2|RAB27A|RAI1|SIX5,-2.4,0
1,-3.2,M7023,M1,1,0,Transcription Factor Targets,16,CRX Q4,,-3.2,3.2,4.2,30169,274,374,11,2.9,0.87,269|2290|3169|3736|3757|4853|5308|6119|10499|25836|60675,AMHR2|FOXG1|FOXA1|KCNA1|KCNH2|NOTCH2|PITX2|RPA3|NCOA2|NIPBL|PROK2,-2.3,0
1,-3.2,M8720,M1,1,0,Transcription Factor Targets,16,STAT5A 03,,-3.2,3.2,4.2,30169,274,374,11,2.9,0.87,1432|2033|3169|3932|4982|6119|6774|7401|10468|25782|161742,MAPK14|EP300|FOXA1|LCK|TNFRSF11B|RPA3|STAT3|CLRN1|FST|RAB3GAP2|SPRED1,-2.3,0
1,-3.2,M14782,M1,1,0,Transcription Factor Targets,16,VDR Q3,,-3.2,3.5,4.2,30169,232,374,10,2.7,0.83,1747|2263|2353|5993|6663|7040|7422|8289|10664|23054,DLX3|FGFR2|FOS|RFX5|SOX10|TGFB1|VEGFA|ARID1A|CTCF|NCOA6,-2.3,0
1,-3.1,M13584,M1,1,0,Transcription Factor Targets,16,HP1SITEFACTOR Q6,,-3.1,3.4,4.2,30169,235,374,10,2.7,0.83,841|3479|5295|5308|6892|7504|9611|10664|25836|60675,CASP8|IGF1|PIK3R1|PITX2|TAPBP|XK|NCOR1|CTCF|NIPBL|PROK2,-2.3,0
1,-3.1,M29978,M1,1,0,Transcription Factor Targets,16,GLI1 TARGET GENES,,-3.1,2.4,3.8,30169,617,374,18,4.8,1.1,472|641|841|998|999|1663|2067|2260|4722|5295|5465|5925|6119|6567|6663|7389|9496|80067,ATM|BLM|CASP8|CDC42|CDH1|DDX11|ERCC1|FGFR1|NDUFS3|PIK3R1|PPARA|RB1|RPA3|SLC16A2|SOX10|UROD|TBX4|DCAF17,-2.3,0
1,-3.1,M9769,M1,1,0,Transcription Factor Targets,16,CTGCAGY UNKNOWN,,-3.1,2.2,3.7,30169,779,374,21,5.6,1.2,323|367|783|1000|1302|2260|2353|2534|3667|3757|3759|3932|4149|5054|5295|6638|6663|10468|25836|124590|161742,APBB2|AR|CACNB2|CDH2|COL11A2|FGFR1|FOS|FYN|IRS1|KCNH2|KCNJ2|LCK|MAX|SERPINE1|PIK3R1|SNRPN|SOX10|FST|NIPBL|USH1G|SPRED1,-2.3,0
1,-3.1,M40770,M1,1,0,Transcription Factor Targets,16,ATXN7L3 TARGET GENES,,-3.1,3.2,4.1,30169,281,374,11,2.9,0.87,323|1499|3667|4771|4835|6714|7422|8504|51057|54894|161742,APBB2|CTNNB1|IRS1|NF2|NQO2|SRC|VEGFA|PEX3|WDPCP|RNF43|SPRED1,-2.2,0
1,-3,M2958,M1,1,0,Transcription Factor Targets,16,GATA1 05,,-3,3.1,4,30169,284,374,11,2.9,0.87,1000|1286|3169|3569|3725|5308|5818|8503|9496|10664|10743,CDH2|COL4A4|FOXA1|IL6|JUN|PITX2|NECTIN1|PIK3R3|TBX4|CTCF|RAI1,-2.2,0
1,-3,M3794,M1,1,0,Transcription Factor Targets,16,HEN1 02,,-3,3.6,4.2,30169,200,374,9,2.4,0.79,783|1017|1108|3479|5873|5970|6774|23171|147912,CACNB2|CDK2|CHD4|IGF1|RAB27A|RELA|STAT3|GPD1L|SIX5,-2.2,0
1,-3,M30025,M1,1,0,Transcription Factor Targets,16,IGLV5 37 TARGET GENES,,-3,2.3,3.7,30169,636,374,18,4.8,1.1,596|1956|2260|3166|3169|3569|3667|3757|4194|4763|5172|5352|8504|8802|9244|10413|11200|374291,BCL2|EGFR|FGFR1|HMX1|FOXA1|IL6|IRS1|KCNH2|MDM4|NF1|SLC26A4|PLOD2|PEX3|SUCLG1|CRLF1|YAP1|CHEK2|NDUFS7,-2.1,0
1,-3,M11820,M1,1,0,Transcription Factor Targets,16,TTGCWCAAY CEBPB 02,,-3,6.4,4.8,30169,63,374,5,1.3,0.59,1432|3759|5054|5308|6663,MAPK14|KCNJ2|SERPINE1|PITX2|SOX10,-2.1,0
