_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-4.5,M39058,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HPROGM,,-4.5,3.7,5.3,30169,307,374,14,3.7,0.98,595|672|701|3169|3667|4010|4281|5352|6119|7153|10413|10535|23171|170302,CCND1|BRCA1|BUB1B|FOXA1|IRS1|LMX1B|MID1|PLOD2|RPA3|TOP2A|YAP1|RNASEH2A|GPD1L|ARX,-3.5,0
1,-4.3,M39257,M1,1,0,Cell Type Signatures,7,MENON FETAL KIDNEY 7 LOOPOF HENLE CELLS DISTAL,,-4.3,3.8,5.2,30169,276,374,13,3.5,0.95,1188|2512|3758|4072|4695|4722|4723|4728|5295|7021|8802|80781|374291,CLCNKB|FTL|KCNJ1|EPCAM|NDUFA2|NDUFS3|NDUFV1|NDUFS8|PIK3R1|TFAP2B|SUCLG1|COL18A1|NDUFS7,-3.4,0
1,-4.2,M39057,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL1,,-4.2,3.3,5,30169,364,374,15,4,1,672|1287|3169|3667|4851|4853|4982|5352|7466|10413|10560|55640|80781|145173|170302,BRCA1|COL4A5|FOXA1|IRS1|NOTCH1|NOTCH2|TNFRSF11B|PLOD2|WFS1|YAP1|SLC19A2|FLVCR2|COL18A1|B3GLCT|ARX,-3.3,0
1,-4.2,M40175,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL EYE CORNEAL AND CONJUNCTIVAL EPITHELIAL CELLS,,-4.2,4,5.2,30169,243,374,12,3.2,0.91,1029|2064|2706|3169|3576|4072|4695|5317|10008|23529|64065|81607,CDKN2A|ERBB2|GJB2|FOXA1|CXCL8|EPCAM|NDUFA2|PKP1|KCNE3|CLCF1|PERP|NECTIN4,-3.3,0
1,-4.1,M39224,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C5 PROXIMAL TUBULE EPITHELIAL CELLS STRESS INFLAM,,-4.1,3.1,4.8,30169,417,374,16,4.3,1,596|1387|2353|3146|4810|4835|5447|5465|8802|9611|10083|23091|27241|51422|57477|80144,BCL2|CREBBP|FOS|HMGB1|NHS|NQO2|POR|PPARA|SUCLG1|NCOR1|USH1C|ZC3H13|BBS9|PRKAG2|SHROOM4|FRAS1,-3.2,0
1,-4,M41675,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG ADVENTITIAL FIBROBLAST CELL,,-4,3.5,4.9,30169,296,374,13,3.5,0.95,25|2200|2260|2353|2512|3075|3479|3725|4256|7422|8864|9531|10560,ABL1|FBN1|FGFR1|FOS|FTL|CFH|IGF1|JUN|MGP|VEGFA|PER2|BAG3|SLC19A2,-3.1,0
1,-4,M39209,M1,1,0,Cell Type Signatures,7,HAY BONE MARROW STROMAL,,-4,2.4,4.5,30169,765,374,23,6.1,1.2,1290|1956|2052|2138|2200|2260|2303|3075|3569|3667|3725|4256|4281|4692|4982|5308|6913|10413|10468|25937|81031|147372|285590,COL5A2|EGFR|EPHX1|EYA1|FBN1|FGFR1|FOXC2|CFH|IL6|IRS1|JUN|MGP|MID1|NDN|TNFRSF11B|PITX2|TBX15|YAP1|FST|WWTR1|SLC2A10|CCBE1|SH3PXD2B,-3.1,0
1,-3.9,M39077,M1,1,0,Cell Type Signatures,7,ZHONG PFC MAJOR TYPES MICROGLIA,,-3.9,2.9,4.6,30169,438,374,16,4.3,1,240|472|595|1075|1130|2212|2214|2353|2512|3479|3725|5925|6892|9663|84282|161742,ALOX5|ATM|CCND1|CTSC|LYST|FCGR2A|FCGR3A|FOS|FTL|IGF1|JUN|RB1|TAPBP|LPIN2|RNF135|SPRED1,-3,0
1,-3.8,M39246,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C27 VASCULAR SMOOTH MUSCLE CELLS AND PERICYTES,,-3.8,4.7,5.2,30169,155,374,9,2.4,0.79,323|783|2353|3725|4810|5728|8821|10000|80781,APBB2|CACNB2|FOS|JUN|NHS|PTEN|INPP4B|AKT3|COL18A1,-2.9,0
1,-3.8,M39129,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C30 HEPATOCYTES 4,,-3.8,2.9,4.5,30169,446,374,16,4.3,1,367|570|1565|2065|3075|5447|5465|5873|6774|7422|9342|10468|23091|80781|91662|147372,AR|BAAT|CYP2D6|ERBB3|CFH|POR|PPARA|RAB27A|STAT3|VEGFA|SNAP29|FST|ZC3H13|COL18A1|NLRP12|CCBE1,-2.9,0
1,-3.8,M39200,M1,1,0,Cell Type Signatures,7,HAY BONE MARROW IMMATURE NEUTROPHIL,,-3.8,4.2,4.9,30169,194,374,10,2.7,0.83,998|1499|2033|2212|2512|2885|4853|5879|7422|51422,CDC42|CTNNB1|EP300|FCGR2A|FTL|GRB2|NOTCH2|RAC1|VEGFA|PRKAG2,-2.9,0
1,-3.7,M39017,M1,1,0,Cell Type Signatures,7,FAN EMBRYONIC CTX BIG GROUPS CAJAL RETZIUS,,-3.7,2.7,4.4,30169,499,374,17,4.5,1.1,999|1499|1717|2950|4128|4728|5317|5352|5518|6330|10468|11005|23400|23529|51422|64065|80781,CDH1|CTNNB1|DHCR7|GSTP1|MAOA|NDUFS8|PKP1|PLOD2|PPP2R1A|SCN4B|FST|SPINK5|ATP13A2|CLCF1|PRKAG2|PERP|COL18A1,-2.8,0
1,-3.7,M39055,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL2A,,-3.7,2.6,4.3,30169,600,374,19,5.1,1.1,783|1287|1717|1956|2353|2746|3725|3730|3758|4851|4853|4982|5873|6330|8850|9663|23363|161742|285590,CACNB2|COL4A5|DHCR7|EGFR|FOS|GLUD1|JUN|ANOS1|KCNJ1|NOTCH1|NOTCH2|TNFRSF11B|RAB27A|SCN4B|KAT2B|LPIN2|OBSL1|SPRED1|SH3PXD2B,-2.8,0
1,-3.7,M40010,M1,1,0,Cell Type Signatures,7,BUSSLINGER GASTRIC ISTHMUS CELLS,,-3.7,2.8,4.4,30169,458,374,16,4.3,1,224|595|999|2317|2950|3146|4072|5879|7153|9611|10008|10083|11005|26354|64065|79083,ALDH3A2|CCND1|CDH1|FLNB|GSTP1|HMGB1|EPCAM|RAC1|TOP2A|NCOR1|KCNE3|USH1C|SPINK5|GNL3|PERP|MLPH,-2.8,0
1,-3.7,M41692,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG MACROPHAGE CELL,,-3.7,4,4.8,30169,201,374,10,2.7,0.83,950|1075|1890|2212|2512|3569|3576|5879|6648|55640,SCARB2|CTSC|TYMP|FCGR2A|FTL|IL6|CXCL8|RAC1|SOD2|FLVCR2,-2.8,0
1,-3.7,M39236,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C17 COLLECTING SYSTEM PCS STRESSED DISSOC SUBSET,,-3.7,3.7,4.7,30169,240,374,11,2.9,0.87,2353|3725|4281|5599|6774|10000|10560|25937|51422|80144|80781,FOS|JUN|MID1|MAPK8|STAT3|AKT3|SLC19A2|WWTR1|PRKAG2|FRAS1|COL18A1,-2.8,0
1,-3.5,M39266,M1,1,0,Cell Type Signatures,7,HU FETAL RETINA MICROGLIA,,-3.5,3,4.3,30169,382,374,14,3.7,0.98,240|1075|1890|2212|2214|2353|2512|2885|3576|5879|5925|6892|9531|161742,ALOX5|CTSC|TYMP|FCGR2A|FCGR3A|FOS|FTL|GRB2|CXCL8|RAC1|RB1|TAPBP|BAG3|SPRED1,-2.6,0
1,-3.5,M39056,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HRGL3,,-3.5,2.5,4.1,30169,574,374,18,4.8,1.1,1075|1287|2353|3169|3667|3725|4128|4853|4982|5352|6774|7040|7466|10413|23363|25937|80781|170302,CTSC|COL4A5|FOS|FOXA1|IRS1|JUN|MAOA|NOTCH2|TNFRSF11B|PLOD2|STAT3|TGFB1|WFS1|YAP1|OBSL1|WWTR1|COL18A1|ARX,-2.6,0
1,-3.4,M41652,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG PROXIMAL BASAL CELL,,-3.4,2.4,4.1,30169,629,374,19,5.1,1.1,224|580|595|1019|1075|1956|2052|2746|2950|3146|4723|4724|6125|8803|8864|51082|64065|79621|374291,ALDH3A2|BARD1|CCND1|CDK4|CTSC|EGFR|EPHX1|GLUD1|GSTP1|HMGB1|NDUFV1|NDUFS4|RPL5|SUCLA2|PER2|POLR1D|PERP|RNASEH2B|NDUFS7,-2.6,0
1,-3.4,M41697,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG EREG DENDRITIC CELL,,-3.4,2.5,4.1,30169,579,374,18,4.8,1.1,1499|1890|2067|2212|2353|2512|2885|3576|4790|5879|5925|6648|6714|7422|8036|8195|161742|285590,CTNNB1|TYMP|ERCC1|FCGR2A|FOS|FTL|GRB2|CXCL8|NFKB1|RAC1|RB1|SOD2|SRC|VEGFA|SHOC2|MKKS|SPRED1|SH3PXD2B,-2.6,0
1,-3.4,M39050,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HPERIC,,-3.4,2.2,3.9,30169,795,374,22,5.9,1.2,1290|2052|2200|2353|2812|3075|3659|3725|4256|4853|5351|5728|6330|6774|6913|7040|8869|10008|25937|80781|84282|161742,COL5A2|EPHX1|FBN1|FOS|GP1BB|CFH|IRF1|JUN|MGP|NOTCH2|PLOD1|PTEN|SCN4B|STAT3|TBX15|TGFB1|ST3GAL5|KCNE3|WWTR1|COL18A1|RNF135|SPRED1,-2.5,0
1,-3.3,M40191,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL HEART MEGAKARYOCYTES,,-3.3,5.1,4.8,30169,111,374,7,1.9,0.7,1950|2811|2815|5054|6714|7504|81027,EGF|GP1BA|GP9|SERPINE1|SRC|XK|TUBB1,-2.5,0
1,-3.3,M39295,M1,1,0,Cell Type Signatures,7,DURANTE ADULT OLFACTORY NEUROEPITHELIUM OLFACTORY MICROVILLAR CELLS,,-3.3,7.6,5.4,30169,53,374,5,1.3,0.59,1188|3479|4072|6338|7809,CLCNKB|IGF1|EPCAM|SCNN1B|BSND,-2.4,0
1,-3.3,M39125,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C24 EPCAM POS BILE DUCT CELLS 3,,-3.3,3.9,4.5,30169,185,374,9,2.4,0.79,595|999|2065|2950|3576|4072|5879|64065|79083,CCND1|CDH1|ERBB3|GSTP1|CXCL8|EPCAM|RAC1|PERP|MLPH,-2.4,0
1,-3.3,M39203,M1,1,0,Cell Type Signatures,7,HAY BONE MARROW NEUTROPHIL,,-3.3,2.7,4.1,30169,449,374,15,4,1,240|1130|1890|2353|2950|3576|5728|5873|7040|10008|51099|60675|91662|196527|374291,ALOX5|LYST|TYMP|FOS|GSTP1|CXCL8|PTEN|RAB27A|TGFB1|KCNE3|ABHD5|PROK2|NLRP12|ANO6|NDUFS7,-2.4,0
1,-3.3,M39258,M1,1,0,Cell Type Signatures,7,MENON FETAL KIDNEY 8 CONNECTING TUBULE CELLS,,-3.3,3.3,4.3,30169,267,374,11,2.9,0.87,1188|2064|2625|3758|4072|4695|5295|6638|8802|23091|80781,CLCNKB|ERBB2|GATA3|KCNJ1|EPCAM|NDUFA2|PIK3R1|SNRPN|SUCLG1|ZC3H13|COL18A1,-2.4,0
1,-3.3,M40024,M1,1,0,Cell Type Signatures,7,BUSSLINGER DUODENAL STEM CELLS,,-3.3,3.1,4.2,30169,311,374,12,3.2,0.91,595|1027|2353|2950|3146|3725|4072|4179|5295|6125|26354|54894,CCND1|CDKN1B|FOS|GSTP1|HMGB1|JUN|EPCAM|CD46|PIK3R1|RPL5|GNL3|RNF43,-2.4,0
1,-3.2,M41651,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG BASAL CELL,,-3.2,3.9,4.4,30169,188,374,9,2.4,0.79,224|1019|1956|3075|5317|6125|8864|11005|64065,ALDH3A2|CDK4|EGFR|CFH|PKP1|RPL5|PER2|SPINK5|PERP,-2.4,0
1,-3.1,M39247,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C28 INTERSTITIUM,,-3.1,5.6,4.8,30169,86,374,6,1.6,0.65,323|1286|4256|5728|8821|10000,APBB2|COL4A4|MGP|PTEN|INPP4B|AKT3,-2.3,0
1,-3.1,M39105,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C1 NK NKT CELLS 1,,-3.1,4.1,4.4,30169,157,374,8,2.1,0.75,472|1130|2534|3932|5295|5594|5880|10225,ATM|LYST|FYN|LCK|PIK3R1|MAPK1|RAC2|CD96,-2.3,0
1,-3.1,M40009,M1,1,0,Cell Type Signatures,7,BUSSLINGER GASTRIC PPP1R1B POSITIVE CELLS,,-3.1,4.7,4.5,30169,121,374,7,1.9,0.7,2353|2950|3725|4072|6125|10008|79083,FOS|GSTP1|JUN|EPCAM|RPL5|KCNE3|MLPH,-2.3,0
1,-3.1,M39096,M1,1,0,Cell Type Signatures,7,ZHONG PFC C1 OPC,,-3.1,3.4,4.1,30169,238,374,10,2.7,0.83,580|672|701|3146|5888|7153|10535|11200|157570|219844,BARD1|BRCA1|BUB1B|HMGB1|RAD51|TOP2A|RNASEH2A|CHEK2|ESCO2|HYLS1,-2.2,0
1,-3,M40312,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL THYMUS THYMIC EPITHELIAL CELLS,,-3,3.3,4,30169,245,374,10,2.7,0.83,783|999|1956|2138|2263|4810|4868|5317|54894|80144,CACNB2|CDH1|EGFR|EYA1|FGFR2|NHS|NPHS1|PKP1|RNF43|FRAS1,-2.2,0
1,-3,M39231,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C12 THICK ASCENDING LIMB,,-3,2.8,3.9,30169,381,374,13,3.5,0.95,1187|1188|1950|2317|3758|3784|4072|4723|5295|6125|8802|23363|80781,CLCNKA|CLCNKB|EGF|FLNB|KCNJ1|KCNQ1|EPCAM|NDUFV1|PIK3R1|RPL5|SUCLG1|OBSL1|COL18A1,-2.2,0
1,-2.9,M39271,M1,1,0,Cell Type Signatures,7,HU FETAL RETINA RPE,,-2.9,3,3.9,30169,292,374,11,2.9,0.87,2200|2263|2950|4853|5873|7422|7439|10413|25937|80781|147372,FBN1|FGFR2|GSTP1|NOTCH2|RAB27A|VEGFA|BEST1|YAP1|WWTR1|COL18A1|CCBE1,-2.1,0
1,-2.9,M40069,M1,1,0,Cell Type Signatures,7,DESCARTES MAIN FETAL MEGAKARYOCYTES,,-2.9,3.5,4.1,30169,207,374,9,2.4,0.79,1950|2811|2815|4149|6714|7040|8821|9488|81027,EGF|GP1BA|GP9|MAX|SRC|TGFB1|INPP4B|PIGB|TUBB1,-2.1,0
1,-2.9,M39210,M1,1,0,Cell Type Signatures,7,ZHENG CORD BLOOD C1 PUTATIVE MEGAKARYOCYTE PROGENITOR,,-2.9,4.9,4.4,30169,98,374,6,1.6,0.65,595|2212|2811|2815|10008|81027,CCND1|FCGR2A|GP1BA|GP9|KCNE3|TUBB1,-2,0
1,-2.8,M40299,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL STOMACH SQUAMOUS EPITHELIAL CELLS,,-2.8,6,4.6,30169,67,374,5,1.3,0.59,5317|5818|6338|11005|81607,PKP1|NECTIN1|SCNN1B|SPINK5|NECTIN4,-2,0
1,-2.8,M39208,M1,1,0,Cell Type Signatures,7,HAY BONE MARROW PRO B,,-2.8,2.9,3.8,30169,304,374,11,2.9,0.87,580|1029|3146|5888|5932|6598|6605|7153|9939|10664|79621,BARD1|CDKN2A|HMGB1|RAD51|RBBP8|SMARCB1|SMARCE1|TOP2A|RBM8A|CTCF|RNASEH2B,-2,0
1,-2.8,M40313,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL THYMUS STROMAL CELLS,,-2.8,4.1,4.1,30169,137,374,7,1.9,0.7,1290|2200|3730|4256|23363|91252|147372,COL5A2|FBN1|ANOS1|MGP|OBSL1|SLC39A13|CCBE1,-2,0
1,-2.8,M40239,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL LUNG MEGAKARYOCYTES,,-2.8,3.7,4,30169,176,374,8,2.1,0.75,1950|2811|2815|4149|6714|7040|7504|81027,EGF|GP1BA|GP9|MAX|SRC|TGFB1|XK|TUBB1,-2,0
1,-2.8,M39245,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C26 MESANGIAL CELLS,,-2.8,3.6,4,30169,177,374,8,2.1,0.75,323|2353|2625|3725|4256|5728|8821|10000,APBB2|FOS|GATA3|JUN|MGP|PTEN|INPP4B|AKT3,-2,0
1,-2.8,M39167,M1,1,0,Cell Type Signatures,7,GAO LARGE INTESTINE ADULT CJ IMMUNE CELLS,,-2.8,2.4,3.5,30169,505,374,15,4,1,1287|1290|2200|2260|2668|3075|3717|4256|7466|10468|23111|25937|54345|56975|80781,COL4A5|COL5A2|FBN1|FGFR1|GDNF|CFH|JAK2|MGP|WFS1|FST|SPART|WWTR1|SOX18|FAM20C|COL18A1,-2,0
1,-2.7,M39235,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C16 COLLECTING SYSTEM PRINCIPAL CELLS CORTEX,,-2.7,4,4,30169,141,374,7,1.9,0.7,1287|2625|5932|10000|25937|51422|80144,COL4A5|GATA3|RBBP8|AKT3|WWTR1|PRKAG2|FRAS1,-1.9,0
1,-2.7,M41700,M1,1,0,Cell Type Signatures,7,TRAVAGLINI LUNG OLR1 CLASSICAL MONOCYTE CELL,,-2.7,2.1,3.4,30169,726,374,19,5.1,1.1,1499|1890|2067|2212|2353|2885|3569|3576|3845|4683|4790|4853|5879|6648|6714|6774|7422|8036|8195,CTNNB1|TYMP|ERCC1|FCGR2A|FOS|GRB2|IL6|CXCL8|KRAS|NBN|NFKB1|NOTCH2|RAC1|SOD2|SRC|STAT3|VEGFA|SHOC2|MKKS,-1.9,0
1,-2.7,M39228,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C9 THIN ASCENDING LIMB,,-2.7,3,3.7,30169,268,374,10,2.7,0.83,2512|2950|4072|4128|4982|5879|5932|6125|6648|23451,FTL|GSTP1|EPCAM|MAOA|TNFRSF11B|RAC1|RBBP8|RPL5|SOD2|SF3B1,-1.9,0
1,-2.7,M39174,M1,1,0,Cell Type Signatures,7,MURARO PANCREAS ACINAR CELL,,-2.7,2.1,3.4,30169,731,374,19,5.1,1.1,30|224|999|1956|2052|2065|2512|2950|3576|3725|3784|3845|6648|6892|10413|51082|79083|81607|196527,ACAA1|ALDH3A2|CDH1|EGFR|EPHX1|ERBB3|FTL|GSTP1|CXCL8|JUN|KCNQ1|KRAS|SOD2|TAPBP|YAP1|POLR1D|MLPH|NECTIN4|ANO6,-1.9,0
1,-2.7,M39052,M1,1,0,Cell Type Signatures,7,MANNO MIDBRAIN NEUROTYPES HOPC,,-2.7,2.6,3.5,30169,366,374,12,3.2,0.91,429|580|701|1956|2065|2534|3479|3758|4214|7156|23400|161742,ASCL1|BARD1|BUB1B|EGFR|ERBB3|FYN|IGF1|KCNJ1|MAP3K1|TOP3A|ATP13A2|SPRED1,-1.9,0
1,-2.6,M40169,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL CEREBRUM OLIGODENDROCYTES,,-2.6,5.4,4.3,30169,75,374,5,1.3,0.59,2065|2668|3166|6663|392255,ERBB3|GDNF|HMX1|SOX10|GDF6,-1.8,0
1,-2.6,M39074,M1,1,0,Cell Type Signatures,7,ZHONG PFC MAJOR TYPES ASTROCYTES,,-2.6,2.7,3.5,30169,325,374,11,2.9,0.87,323|583|1717|2746|3725|3730|3766|4038|4853|5825|145173,APBB2|BBS2|DHCR7|GLUD1|JUN|ANOS1|KCNJ10|LRP4|NOTCH2|ABCD3|B3GLCT,-1.8,0
1,-2.6,M39227,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C8 DECENDING THIN LIMB,,-2.6,2.9,3.6,30169,278,374,10,2.7,0.83,2512|2950|3146|4072|4128|4982|5352|6125|6648|23451,FTL|GSTP1|HMGB1|EPCAM|MAOA|TNFRSF11B|PLOD2|RPL5|SOD2|SF3B1,-1.8,0
1,-2.6,M40160,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL CEREBELLUM OLIGODENDROCYTES,,-2.6,4.4,4,30169,111,374,6,1.6,0.65,2065|2138|2668|3166|6663|392255,ERBB3|EYA1|GDNF|HMX1|SOX10|GDF6,-1.8,0
1,-2.6,M40173,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL CEREBRUM INHIBITORY NEURONS,,-2.6,6.9,4.5,30169,47,374,4,1.1,0.53,551|3736|7021|170302,AVP|KCNA1|TFAP2B|ARX,-1.8,0
1,-2.5,M39243,M1,1,0,Cell Type Signatures,7,LAKE ADULT KIDNEY C24 ENDOTHELIAL CELLS AEA AND DVR,,-2.5,3.7,3.8,30169,152,374,7,1.9,0.7,323|2353|2512|4179|6125|10000|25937,APBB2|FOS|FTL|CD46|RPL5|AKT3|WWTR1,-1.7,0
1,-2.5,M40223,M1,1,0,Cell Type Signatures,7,DESCARTES FETAL KIDNEY METANEPHRIC CELLS,,-2.5,3.7,3.8,30169,152,374,7,1.9,0.7,1144|2138|3758|4010|4868|7827|10083,CHRND|EYA1|KCNJ1|LMX1B|NPHS1|NPHS2|USH1C,-1.7,0
1,-2.5,M40003,M1,1,0,Cell Type Signatures,7,BUSSLINGER ESOPHAGEAL EARLY SUPRABASAL CELLS,,-2.5,5.1,4.1,30169,79,374,5,1.3,0.59,2353|3146|6125|6240|7153,FOS|HMGB1|RPL5|RRM1|TOP2A,-1.7,0
1,-2.4,M39107,M1,1,0,Cell Type Signatures,7,AIZARANI LIVER C3 NK NKT CELLS 2,,-2.4,3.5,3.6,30169,162,374,7,1.9,0.7,596|2534|2625|3932|5880|8821|10225,BCL2|FYN|GATA3|LCK|RAC2|INPP4B|CD96,-1.6,0
1,-2.3,M40012,M1,1,0,Cell Type Signatures,7,BUSSLINGER GASTRIC IMMATURE PIT CELLS,,-2.3,3.4,3.5,30169,165,374,7,1.9,0.7,224|595|2317|2950|5873|5879|64065,ALDH3A2|CCND1|FLNB|GSTP1|RAB27A|RAC1|PERP,-1.6,0
