_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-13,C0524528,M1,1,0,DisGeNET,35,Pervasive Development Disorder,,-13,6.4,11,30169,328,374,26,7,1.3,207|367|551|1103|1499|1565|1717|2068|2099|2668|3576|3667|3717|4128|4204|5290|5291|5528|5728|5879|6535|6598|6899|7040|9611|79813,AKT1|AR|AVP|CHAT|CTNNB1|CYP2D6|DHCR7|ERCC2|ESR1|GDNF|CXCL8|IRS1|JAK2|MAOA|MECP2|PIK3CA|PIK3CB|PPP2R5D|PTEN|RAC1|SLC6A8|SMARCB1|TBX1|TGFB1|NCOR1|EHMT1,-11,0
1,-13,C4744564,M1,1,0,DisGeNET,35,Metastatic Colorectal Carcinoma,,-13,23,16,30169,42,374,12,3.2,0.91,1499|1950|1956|2067|2068|2950|3845|3981|5290|5291|7157|7515,CTNNB1|EGF|EGFR|ERCC1|ERCC2|GSTP1|KRAS|LIG4|PIK3CA|PIK3CB|TP53|XRCC1,-11,0
1,-13,C0029464,M1,1,0,DisGeNET,35,Osteosclerosis,,-13,15,14,30169,82,374,15,4,1,25|326|950|1747|2068|3717|4038|4982|5594|6905|7040|7422|7439|9663|56975,ABL1|AIRE|SCARB2|DLX3|ERCC2|JAK2|LRP4|TNFRSF11B|MAPK1|TBCE|TGFB1|VEGFA|BEST1|LPIN2|FAM20C,-11,0
1,-13,C1707444,M1,1,0,DisGeNET,35,Columnar Cell Change of the Breast,,-13,15,14,30169,82,374,15,4,1,207|472|595|596|672|1956|2064|3845|4851|4853|5290|6714|7040|7157|7422,AKT1|ATM|CCND1|BCL2|BRCA1|EGFR|ERBB2|KRAS|NOTCH1|NOTCH2|PIK3CA|SRC|TGFB1|TP53|VEGFA,-11,0
1,-13,C3160889,M1,1,0,DisGeNET,35,Node-negative breast cancer,,-13,19,15,30169,54,374,13,3.5,0.95,207|596|672|1027|1950|2064|2099|3479|4072|5054|5728|7157|7422,AKT1|BCL2|BRCA1|CDKN1B|EGF|ERBB2|ESR1|IGF1|EPCAM|SERPINE1|PTEN|TP53|VEGFA,-11,0
1,-13,C0019270,M1,1,0,DisGeNET,35,Hernia,,-13,11,13,30169,136,374,18,4.8,1.1,207|268|269|1290|1499|3479|3569|3576|4790|4810|4982|5172|5290|6774|7040|8803|9939|10000,AKT1|AMH|AMHR2|COL5A2|CTNNB1|IGF1|IL6|CXCL8|NFKB1|NHS|TNFRSF11B|SLC26A4|PIK3CA|STAT3|TGFB1|SUCLA2|RBM8A|AKT3,-11,0
1,-13,C1842876,M1,1,0,DisGeNET,35,Depressed nasal ridge,,-13,12,13,30169,117,374,17,4.5,1.1,701|1144|1302|5781|6125|6598|6605|6899|7021|8289|9342|23322|51057|54903|56975|57545|91147,BUB1B|CHRND|COL11A2|PTPN11|RPL5|SMARCB1|SMARCE1|TBX1|TFAP2B|ARID1A|SNAP29|RPGRIP1L|WDPCP|MKS1|FAM20C|CC2D2A|TMEM67,-11,0
1,-13,C0021053,M1,1,0,DisGeNET,35,Immune System Diseases,,-13,5.4,10,30169,451,374,30,8,1.4,207|240|326|472|1075|1499|1956|2099|2214|2353|2625|3075|3146|3569|3659|3725|4179|4851|5290|5291|5335|5426|5594|5728|5873|6774|6891|7040|7157|11277,AKT1|ALOX5|AIRE|ATM|CTSC|CTNNB1|EGFR|ESR1|FCGR3A|FOS|GATA3|CFH|HMGB1|IL6|IRF1|JUN|CD46|NOTCH1|PIK3CA|PIK3CB|PLCG1|POLE|MAPK1|PTEN|RAB27A|STAT3|TAP2|TGFB1|TP53|TREX1,-11,0
1,-13,C0027766,M1,1,0,DisGeNET,35,Nervous System Neoplasms,,-13,17,14,30169,68,374,14,3.7,0.98,429|1029|1950|2064|4179|4763|4771|5728|5925|6663|7153|7157|7422|11200,ASCL1|CDKN2A|EGF|ERBB2|CD46|NF1|NF2|PTEN|RB1|SOX10|TOP2A|TP53|VEGFA|CHEK2,-11,0
1,-13,C2986682,M1,1,0,DisGeNET,35,Locally Recurrent Malignant Neoplasm,,-13,17,14,30169,68,374,14,3.7,0.98,207|596|672|675|1029|2064|2099|2625|3845|4851|5728|5888|6535|7157,AKT1|BCL2|BRCA1|BRCA2|CDKN2A|ERBB2|ESR1|GATA3|KRAS|NOTCH1|PTEN|RAD51|SLC6A8|TP53,-11,0
1,-13,C1709527,M1,1,0,DisGeNET,35,B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1,,-13,15,14,30169,83,374,15,4,1,25|207|596|1017|1019|1029|3569|3717|5290|5291|5594|5728|5925|6714|7157,ABL1|AKT1|BCL2|CDK2|CDK4|CDKN2A|IL6|JAK2|PIK3CA|PIK3CB|MAPK1|PTEN|RB1|SRC|TP53,-11,0
1,-13,C0011311,M1,1,0,DisGeNET,35,Dengue Fever,,-13,6,11,30169,360,374,27,7.2,1.3,207|596|1956|2064|2099|2212|2214|2317|2625|2811|3075|3146|3569|3576|3659|3845|4790|5290|5291|5781|5970|6598|6774|6891|7040|7157|7422,AKT1|BCL2|EGFR|ERBB2|ESR1|FCGR2A|FCGR3A|FLNB|GATA3|GP1BA|CFH|HMGB1|IL6|CXCL8|IRF1|KRAS|NFKB1|PIK3CA|PIK3CB|PTPN11|RELA|SMARCB1|STAT3|TAP2|TGFB1|TP53|VEGFA,-11,0
1,-13,C0497156,M1,1,0,DisGeNET,35,Lymphadenopathy,,-13,7,11,30169,277,374,24,6.4,1.3,472|595|596|672|675|841|1029|1130|1956|2099|3569|3717|3845|3981|4790|5290|5291|5873|6774|7157|7422|79728|91662|147372,ATM|CCND1|BCL2|BRCA1|BRCA2|CASP8|CDKN2A|LYST|EGFR|ESR1|IL6|JAK2|KRAS|LIG4|NFKB1|PIK3CA|PIK3CB|RAB27A|STAT3|TP53|VEGFA|PALB2|NLRP12|CCBE1,-11,0
1,-13,C0013421,M1,1,0,DisGeNET,35,Dystonia,,-13,5.3,10,30169,453,374,30,8,1.4,472|540|617|1565|2290|2512|3251|3736|4204|4358|4361|4695|4722|4723|4724|4728|5728|6535|6834|7054|8803|9533|10535|11277|23400|79621|80067|84153|170302|374291,ATM|ATP7B|BCS1L|CYP2D6|FOXG1|FTL|HPRT1|KCNA1|MECP2|MPV17|MRE11|NDUFA2|NDUFS3|NDUFV1|NDUFS4|NDUFS8|PTEN|SLC6A8|SURF1|TH|SUCLA2|POLR1C|RNASEH2A|TREX1|ATP13A2|RNASEH2B|DCAF17|RNASEH2C|ARX|NDUFS7,-11,0
1,-13,C0001857,M1,1,0,DisGeNET,35,AIDS related complex,,-13,13,13,30169,100,374,16,4.3,1,472|596|641|841|1302|1432|2068|2950|3569|3981|4790|5594|7040|7157|7422|7515,ATM|BCL2|BLM|CASP8|COL11A2|MAPK14|ERCC2|GSTP1|IL6|LIG4|NFKB1|MAPK1|TGFB1|TP53|VEGFA|XRCC1,-11,0
1,-13,C1849157,M1,1,0,DisGeNET,35,Resistance to Insulin-Like Growth Factor I,,-13,19,15,30169,55,374,13,3.5,0.95,207|1956|2065|2099|3479|3667|3845|5290|5291|5295|6774|7422|8503,AKT1|EGFR|ERBB3|ESR1|IGF1|IRS1|KRAS|PIK3CA|PIK3CB|PIK3R1|STAT3|VEGFA|PIK3R3,-11,0
1,-13,C0023480,M1,1,0,DisGeNET,35,"Leukemia, Myelomonocytic, Chronic",,-13,9.7,12,30169,158,374,19,5.1,1.1,25|1029|1302|1387|2067|2214|2260|2811|2885|3717|3725|3845|4683|4763|5594|5781|7157|7422|23451,ABL1|CDKN2A|COL11A2|CREBBP|ERCC1|FCGR3A|FGFR1|GP1BA|GRB2|JAK2|JUN|KRAS|NBN|NF1|MAPK1|PTPN11|TP53|VEGFA|SF3B1,-11,0
1,-13,C0278802,M1,1,0,DisGeNET,35,Recurrent Endometrial Cancer,,-13,34,18,30169,24,374,10,2.7,0.83,207|1499|1956|2064|2263|4072|5290|5291|5426|7157,AKT1|CTNNB1|EGFR|ERBB2|FGFR2|EPCAM|PIK3CA|PIK3CB|POLE|TP53,-11,0
1,-13,C1096616,M1,1,0,DisGeNET,35,Contralateral breast cancer,,-13,34,18,30169,24,374,10,2.7,0.83,472|672|675|2064|2099|2263|4683|5728|11200|79728,ATM|BRCA1|BRCA2|ERBB2|ESR1|FGFR2|NBN|PTEN|CHEK2|PALB2,-11,0
1,-13,C0017154,M1,1,0,DisGeNET,35,"Gastritis, Atrophic",,-13,8.3,12,30169,203,374,21,5.6,1.2,207|326|596|999|1029|1161|1499|1950|1956|2950|3569|3576|3845|5290|5291|5728|5781|5873|6774|7157|7422,AKT1|AIRE|BCL2|CDH1|CDKN2A|ERCC8|CTNNB1|EGF|EGFR|GSTP1|IL6|CXCL8|KRAS|PIK3CA|PIK3CB|PTEN|PTPN11|RAB27A|STAT3|TP53|VEGFA,-11,0
1,-13,C0020428,M1,1,0,DisGeNET,35,Hyperaldosteronism,,-13,14,14,30169,84,374,15,4,1,367|1187|1188|3753|3758|3766|5054|5172|5395|5465|6338|6340|7040|7157|7809,AR|CLCNKA|CLCNKB|KCNE1|KCNJ1|KCNJ10|SERPINE1|SLC26A4|PMS2|PPARA|SCNN1B|SCNN1G|TGFB1|TP53|BSND,-11,0
1,-13,C0009376,M1,1,0,DisGeNET,35,Colonic Polyps,,-13,16,14,30169,69,374,14,3.7,0.98,240|672|1499|1950|1956|2065|2950|3479|3845|4292|5395|5728|7157|8864,ALOX5|BRCA1|CTNNB1|EGF|EGFR|ERBB3|GSTP1|IGF1|KRAS|MLH1|PMS2|PTEN|TP53|PER2,-11,0
1,-13,C0240538,M1,1,0,DisGeNET,35,Convex nasal ridge,,-13,16,14,30169,69,374,14,3.7,0.98,545|1387|2033|2068|2263|4038|4683|5189|5932|6905|10535|51360|79813|81031,ATR|CREBBP|EP300|ERCC2|FGFR2|LRP4|NBN|PEX1|RBBP8|TBCE|RNASEH2A|MBTPS2|EHMT1|SLC2A10,-11,0
1,-13,C1112705,M1,1,0,DisGeNET,35,Nuclear non-senile cataract,,-13,16,14,30169,69,374,14,3.7,0.98,551|641|2064|2512|2950|3659|3845|4810|4868|5781|6774|7422|7466|7827,AVP|BLM|ERBB2|FTL|GSTP1|IRF1|KRAS|NHS|NPHS1|PTPN11|STAT3|VEGFA|WFS1|NPHS2,-11,0
1,-13,C0039070,M1,1,0,DisGeNET,35,Syncope,,-13,12,13,30169,119,374,17,4.5,1.1,783|1188|3717|3753|3757|3759|3784|4771|6330|6559|6598|6640|9992|10008|10021|23171|55800,CACNB2|CLCNKB|JAK2|KCNE1|KCNH2|KCNJ2|KCNQ1|NF2|SCN4B|SLC12A3|SMARCB1|SNTA1|KCNE2|KCNE3|HCN4|GPD1L|SCN3B,-11,0
1,-13,C1704376,M1,1,0,DisGeNET,35,Uterine Corpus Carcinosarcoma,,-13,27,17,30169,33,374,11,2.9,0.87,207|1499|1956|2064|2099|5290|5426|6774|7040|7157|8289,AKT1|CTNNB1|EGFR|ERBB2|ESR1|PIK3CA|POLE|STAT3|TGFB1|TP53|ARID1A,-11,0
1,-13,C0153943,M1,1,0,DisGeNET,35,Benign neoplasm of stomach,,-13,43,19,30169,17,374,9,2.4,0.79,472|545|999|2064|2065|2263|3659|5290|5426,ATM|ATR|CDH1|ERBB2|ERBB3|FGFR2|IRF1|PIK3CA|POLE,-11,0
1,-13,C0496905,M1,1,0,DisGeNET,35,Neoplasm of uncertain or unknown behavior of stomach,,-13,43,19,30169,17,374,9,2.4,0.79,472|545|999|2064|2065|2263|3659|5290|5426,ATM|ATR|CDH1|ERBB2|ERBB3|FGFR2|IRF1|PIK3CA|POLE,-11,0
1,-13,C0235991,M1,1,0,DisGeNET,35,Small for gestational age (disorder),,-13,8.9,12,30169,181,374,20,5.3,1.2,429|701|1499|1717|2068|2200|3479|3630|3758|4204|4593|4868|5295|5447|5818|5932|23363|57477|92002|170302,ASCL1|BUB1B|CTNNB1|DHCR7|ERCC2|FBN1|IGF1|INS|KCNJ1|MECP2|MUSK|NPHS1|PIK3R1|POR|NECTIN1|RBBP8|OBSL1|SHROOM4|CCNQ|ARX,-11,0
1,-13,C0399526,M1,1,0,DisGeNET,35,Class III malocclusion,,-13,8.9,12,30169,181,374,20,5.3,1.2,1145|1161|2200|2260|2263|2290|2353|3479|4038|4810|5728|5781|6535|7040|7422|10084|10743|54345|79813|285590,CHRNE|ERCC8|FBN1|FGFR1|FGFR2|FOXG1|FOS|IGF1|LRP4|NHS|PTEN|PTPN11|SLC6A8|TGFB1|VEGFA|PQBP1|RAI1|SOX18|EHMT1|SH3PXD2B,-11,0
1,-13,C0392514,M1,1,0,DisGeNET,35,Hereditary hemochromatosis,,-13,7.3,11,30169,254,374,23,6.1,1.2,25|207|367|540|596|1029|1499|1950|2248|2303|2512|3932|4194|4763|5290|5291|7040|7157|7389|7422|8850|51715|200894,ABL1|AKT1|AR|ATP7B|BCL2|CDKN2A|CTNNB1|EGF|FGF3|FOXC2|FTL|LCK|MDM4|NF1|PIK3CA|PIK3CB|TGFB1|TP53|UROD|VEGFA|KAT2B|RAB23|ARL13B,-11,0
1,-13,C0042900,M1,1,0,DisGeNET,35,Vitiligo,,-13,5.7,11,30169,395,374,28,7.5,1.4,326|596|999|1432|1499|2067|2099|2263|2317|2625|2950|3146|3479|3569|3576|5290|5291|5295|5594|6648|6663|7040|7054|7157|7422|7515|23322|29071,AIRE|BCL2|CDH1|MAPK14|CTNNB1|ERCC1|ESR1|FGFR2|FLNB|GATA3|GSTP1|HMGB1|IGF1|IL6|CXCL8|PIK3CA|PIK3CB|PIK3R1|MAPK1|SOD2|SOX10|TGFB1|TH|TP53|VEGFA|XRCC1|RPGRIP1L|C1GALT1C1,-11,0
1,-13,C0338078,M1,1,0,DisGeNET,35,Non-Functioning Pituitary Gland Neoplasm,,-13,19,15,30169,56,374,13,3.5,0.95,207|595|1017|1027|1029|1956|2099|2263|3479|5290|5291|7040|7157,AKT1|CCND1|CDK2|CDKN1B|CDKN2A|EGFR|ESR1|FGFR2|IGF1|PIK3CA|PIK3CB|TGFB1|TP53,-11,0
1,-13,C0795690,M1,1,0,DisGeNET,35,Congenital omphalocele,,-13,14,14,30169,85,374,15,4,1,1302|2138|2260|2317|2706|3784|5308|5351|5594|10225|51360|51715|54903|80144|219844,COL11A2|EYA1|FGFR1|FLNB|GJB2|KCNQ1|PITX2|PLOD1|MAPK1|CD96|MBTPS2|RAB23|MKS1|FRAS1|HYLS1,-11,0
1,-13,C0857379,M1,1,0,DisGeNET,35,Abnormality of the pinna,,-13,14,14,30169,85,374,15,4,1,545|1161|1387|2033|2263|5447|5879|6125|6913|7466|8289|51715|79813|80144|219844,ATR|ERCC8|CREBBP|EP300|FGFR2|POR|RAC1|RPL5|TBX15|WFS1|ARID1A|RAB23|EHMT1|FRAS1|HYLS1,-11,0
1,-13,C0017668,M1,1,0,DisGeNET,35,Focal glomerulosclerosis,,-13,6.9,11,30169,281,374,24,6.4,1.3,596|950|998|1188|1286|1287|1432|1950|2138|3075|3569|4010|4358|4851|4868|5054|5335|5594|5879|6559|7040|7422|7827|10413,BCL2|SCARB2|CDC42|CLCNKB|COL4A4|COL4A5|MAPK14|EGF|EYA1|CFH|IL6|LMX1B|MPV17|NOTCH1|NPHS1|SERPINE1|PLCG1|MAPK1|RAC1|SLC12A3|TGFB1|VEGFA|NPHS2|YAP1,-11,0
1,-13,C0206677,M1,1,0,DisGeNET,35,Adenomatous Polyps,,-13,11,13,30169,120,374,17,4.5,1.1,240|570|596|1029|1499|2064|2068|2099|3479|3576|3845|4292|5728|6714|7040|7157|7422,ALOX5|BAAT|BCL2|CDKN2A|CTNNB1|ERBB2|ERCC2|ESR1|IGF1|CXCL8|KRAS|MLH1|PTEN|SRC|TGFB1|TP53|VEGFA,-11,0
1,-13,C0003706,M1,1,0,DisGeNET,35,Arachnodactyly,,-13,13,13,30169,102,374,16,4.3,1,25|1075|1290|2200|2263|2812|5351|5447|5594|6605|6899|7466|10084|11285|81031|113189,ABL1|CTSC|COL5A2|FBN1|FGFR2|GP1BB|PLOD1|POR|MAPK1|SMARCE1|TBX1|WFS1|PQBP1|B4GALT7|SLC2A10|CHST14,-11,0
1,-13,C1866231,M1,1,0,DisGeNET,35,Full cheeks,,-13,13,13,30169,103,374,16,4.3,1,2138|2200|2248|3845|4204|4853|5290|6905|9244|23322|23529|51057|54903|57545|91147|285590,EYA1|FBN1|FGF3|KRAS|MECP2|NOTCH2|PIK3CA|TBCE|CRLF1|RPGRIP1L|CLCF1|WDPCP|MKS1|CC2D2A|TMEM67|SH3PXD2B,-11,0
1,-13,C0037317,M1,1,0,DisGeNET,35,Sleep disturbances,,-13,6.5,11,30169,311,374,25,6.7,1.3,268|551|583|1499|2099|2260|2290|3479|3569|3736|4128|4204|4683|4810|7021|7422|7466|10743|23111|25836|50814|79621|79813|170302|493856,AMH|AVP|BBS2|CTNNB1|ESR1|FGFR1|FOXG1|IGF1|IL6|KCNA1|MAOA|MECP2|NBN|NHS|TFAP2B|VEGFA|WFS1|RAI1|SPART|NIPBL|NSDHL|RNASEH2B|EHMT1|ARX|CISD2,-11,0
1,-13,C1868571,M1,1,0,DisGeNET,35,Highly arched eyebrow,,-13,10,12,30169,141,374,18,4.8,1.1,998|1387|2033|5594|5781|5818|5879|7021|9496|23322|25836|26128|54903|57545|79813|91147|200894|219844,CDC42|CREBBP|EP300|MAPK1|PTPN11|NECTIN1|RAC1|TFAP2B|TBX4|RPGRIP1L|NIPBL|KIFBP|MKS1|CC2D2A|EHMT1|TMEM67|ARL13B|HYLS1,-11,0
1,-13,C0431659,M1,1,0,DisGeNET,35,Hypoplasia of scrotum,,-13,18,15,30169,57,374,13,3.5,0.95,1717|2068|4692|5351|5447|5818|6638|6949|7259|9533|25782|51082|80144,DHCR7|ERCC2|NDN|PLOD1|POR|NECTIN1|SNRPN|TCOF1|TSPYL1|POLR1C|RAB3GAP2|POLR1D|FRAS1,-11,0
1,-13,C0278689,M1,1,0,DisGeNET,35,Recurrent ovarian cancer,,-13,16,14,30169,71,374,14,3.7,0.98,672|675|1302|1950|2067|2099|2212|2214|3146|4771|5054|7157|7422|25937,BRCA1|BRCA2|COL11A2|EGF|ERCC1|ESR1|FCGR2A|FCGR3A|HMGB1|NF2|SERPINE1|TP53|VEGFA|WWTR1,-11,0
1,-13,C1336708,M1,1,0,DisGeNET,35,Testicular Germ Cell Tumor,,-13,8.1,12,30169,208,374,21,5.6,1.2,207|240|367|595|596|672|999|2099|2668|2950|3845|4292|4790|5290|5291|5594|5728|5889|6899|7040|7157,AKT1|ALOX5|AR|CCND1|BCL2|BRCA1|CDH1|ESR1|GDNF|GSTP1|KRAS|MLH1|NFKB1|PIK3CA|PIK3CB|MAPK1|PTEN|RAD51C|TBX1|TGFB1|TP53,-11,0
1,-13,C0011603,M1,1,0,DisGeNET,35,Dermatitis,,-13,5,10,30169,496,374,31,8.3,1.4,224|240|472|841|1432|1499|1565|1747|1950|1956|2353|2625|2885|3569|3576|3717|3725|4851|5290|5291|5465|5594|5599|5880|5970|6535|6648|6774|7040|7157|7515,ALDH3A2|ALOX5|ATM|CASP8|MAPK14|CTNNB1|CYP2D6|DLX3|EGF|EGFR|FOS|GATA3|GRB2|IL6|CXCL8|JAK2|JUN|NOTCH1|PIK3CA|PIK3CB|PPARA|MAPK1|MAPK8|RAC2|RELA|SLC6A8|SOD2|STAT3|TGFB1|TP53|XRCC1,-11,0
1,-13,C0017181,M1,1,0,DisGeNET,35,Gastrointestinal Hemorrhage,,-13,11,13,30169,122,374,17,4.5,1.1,551|1130|1499|2811|2812|2815|3717|3845|4072|4292|4851|5290|5351|5395|6899|7466|493856,AVP|LYST|CTNNB1|GP1BA|GP1BB|GP9|JAK2|KRAS|EPCAM|MLH1|NOTCH1|PIK3CA|PLOD1|PMS2|TBX1|WFS1|CISD2,-11,0
1,-13,C0334581,M1,1,0,DisGeNET,35,Gemistocytic astrocytoma,,-13,22,15,30169,45,374,12,3.2,0.91,367|2067|2099|2260|3845|4763|4851|4853|5728|5781|7157|7422,AR|ERCC1|ESR1|FGFR1|KRAS|NF1|NOTCH1|NOTCH2|PTEN|PTPN11|TP53|VEGFA,-11,0
1,-13,C1857941,M1,1,0,DisGeNET,35,Brooke-Spiegler syndrome,,-13,22,15,30169,45,374,12,3.2,0.91,596|1432|1950|2263|2811|2812|2815|3479|5594|6892|7157|79813,BCL2|MAPK14|EGF|FGFR2|GP1BA|GP1BB|GP9|IGF1|MAPK1|TAPBP|TP53|EHMT1,-11,0
1,-13,C4722328,M1,1,0,DisGeNET,35,Hereditary Prostate Carcinoma,,-13,22,15,30169,45,374,12,3.2,0.91,672|675|999|1027|4292|4683|5728|7157|8405|11200|79728|83990,BRCA1|BRCA2|CDH1|CDKN1B|MLH1|NBN|PTEN|TP53|SPOP|CHEK2|PALB2|BRIP1,-11,0
1,-13,C0162298,M1,1,0,DisGeNET,35,Joint stiffness,,-13,9.4,12,30169,163,374,19,5.1,1.1,207|224|1302|2067|2068|2200|2263|4010|4204|5352|5728|6567|7466|10743|22930|25782|25836|285590|493856,AKT1|ALDH3A2|COL11A2|ERCC1|ERCC2|FBN1|FGFR2|LMX1B|MECP2|PLOD2|PTEN|SLC16A2|WFS1|RAI1|RAB3GAP1|RAB3GAP2|NIPBL|SH3PXD2B|CISD2,-11,0
1,-13,C0023798,M1,1,0,DisGeNET,35,Lipoma,,-13,14,14,30169,87,374,15,4,1,207|472|596|672|1019|1029|2260|2668|3146|3659|3845|5290|5728|5925|7157,AKT1|ATM|BCL2|BRCA1|CDK4|CDKN2A|FGFR1|GDNF|HMGB1|IRF1|KRAS|PIK3CA|PTEN|RB1|TP53,-11,0
1,-13,C1301034,M1,1,0,DisGeNET,35,Pancreatic intraepithelial neoplasia,,-13,8.7,12,30169,186,374,20,5.3,1.2,240|472|595|596|675|1029|1499|1956|2064|3569|3757|3845|4851|4853|5290|5291|6774|7157|10413|11200,ALOX5|ATM|CCND1|BCL2|BRCA2|CDKN2A|CTNNB1|EGFR|ERBB2|IL6|KCNH2|KRAS|NOTCH1|NOTCH2|PIK3CA|PIK3CB|STAT3|TP53|YAP1|CHEK2,-11,0
1,-13,C0039483,M1,1,0,DisGeNET,35,Giant Cell Arteritis,,-13,7.1,11,30169,260,374,23,6.1,1.2,595|1029|1499|1956|2064|2099|2212|2214|3569|3576|4204|4790|5290|5291|5594|5599|5728|7040|7157|7422|7515|25937|80781,CCND1|CDKN2A|CTNNB1|EGFR|ERBB2|ESR1|FCGR2A|FCGR3A|IL6|CXCL8|MECP2|NFKB1|PIK3CA|PIK3CB|MAPK1|MAPK8|PTEN|TGFB1|TP53|VEGFA|XRCC1|WWTR1|COL18A1,-11,0
1,-13,C0260037,M1,1,0,DisGeNET,35,Multiple tumors,,-13,10,12,30169,143,374,18,4.8,1.1,207|367|672|675|841|999|1019|1027|1029|1499|1956|4194|4292|4763|4771|5728|7157|10413,AKT1|AR|BRCA1|BRCA2|CASP8|CDH1|CDK4|CDKN1B|CDKN2A|CTNNB1|EGFR|MDM4|MLH1|NF1|NF2|PTEN|TP53|YAP1,-11,0
1,-13,C1266119,M1,1,0,DisGeNET,35,Solitary fibrous tumor,,-13,18,15,30169,58,374,13,3.5,0.95,207|595|596|1029|1432|1499|2260|4763|5594|5728|5970|7157|10499,AKT1|CCND1|BCL2|CDKN2A|MAPK14|CTNNB1|FGFR1|NF1|MAPK1|PTEN|RELA|TP53|NCOA2,-11,0
1,-13,C0042580,M1,1,0,DisGeNET,35,Vesico-Ureteral Reflux,,-13,8.6,12,30169,187,374,20,5.3,1.2,1108|1950|2138|2263|2625|2812|3576|3730|3784|4010|6899|7040|7422|25836|51360|79813|80781|92002|147372|147912,CHD4|EGF|EYA1|FGFR2|GATA3|GP1BB|CXCL8|ANOS1|KCNQ1|LMX1B|TBX1|TGFB1|VEGFA|NIPBL|MBTPS2|EHMT1|COL18A1|CCNQ|CCBE1|SIX5,-11,0
1,-13,C0022548,M1,1,0,DisGeNET,35,Keloid,,-13,9.3,12,30169,165,374,19,5.1,1.1,207|595|1029|1387|1499|1956|2033|2512|3146|3569|5054|5290|5291|5728|6774|7040|7157|7422|10413,AKT1|CCND1|CDKN2A|CREBBP|CTNNB1|EGFR|EP300|FTL|HMGB1|IL6|SERPINE1|PIK3CA|PIK3CB|PTEN|STAT3|TGFB1|TP53|VEGFA|YAP1,-11,0
1,-13,C0011615,M1,1,0,DisGeNET,35,"Dermatitis, Atopic",,-13,4.1,9.6,30169,751,374,38,10,1.6,207|596|841|1432|1565|1950|1956|2064|2099|2317|2353|2625|2950|3146|3569|3576|3717|3725|3730|4014|4593|4790|4851|4853|5295|5465|5594|5599|5913|5970|6774|6891|7040|7157|7422|10999|11005|51422,AKT1|BCL2|CASP8|MAPK14|CYP2D6|EGF|EGFR|ERBB2|ESR1|FLNB|FOS|GATA3|GSTP1|HMGB1|IL6|CXCL8|JAK2|JUN|ANOS1|LORICRIN|MUSK|NFKB1|NOTCH1|NOTCH2|PIK3R1|PPARA|MAPK1|MAPK8|RAPSN|RELA|STAT3|TAP2|TGFB1|TP53|VEGFA|SLC27A4|SPINK5|PRKAG2,-11,0
1,-13,C0238122,M1,1,0,DisGeNET,35,Fallopian Tube Carcinoma,,-13,40,19,30169,18,374,9,2.4,0.79,472|580|672|675|1027|1956|2064|4771|7157,ATM|BARD1|BRCA1|BRCA2|CDKN1B|EGFR|ERBB2|NF2|TP53,-11,0
1,-13,C0282527,M1,1,0,DisGeNET,35,Infantile Refsum Disease (disorder),,-13,40,19,30169,18,374,9,2.4,0.79,3479|5189|5192|5194|5195|5824|5828|8504|9409,IGF1|PEX1|PEX10|PEX13|PEX14|PEX19|PEX2|PEX3|PEX16,-11,0
1,-13,C0013264,M1,1,0,DisGeNET,35,"Muscular Dystrophy, Duchenne",,-13,5.8,10,30169,375,374,27,7.2,1.3,367|596|672|675|1075|1432|2064|2668|3251|3479|3569|4128|4179|4771|4790|4851|4982|5054|5308|5594|5970|6640|7040|7422|7439|10468|10498,AR|BCL2|BRCA1|BRCA2|CTSC|MAPK14|ERBB2|GDNF|HPRT1|IGF1|IL6|MAOA|CD46|NF2|NFKB1|NOTCH1|TNFRSF11B|SERPINE1|PITX2|MAPK1|RELA|SNTA1|TGFB1|VEGFA|BEST1|FST|CARM1,-11,0
1,-13,C1956257,M1,1,0,DisGeNET,35,Pulmonary Stenosis,,-13,12,13,30169,106,374,16,4.3,1,998|1717|2200|3845|4256|4763|4851|4853|5781|6774|6834|8036|11285|51715|84282|145173,CDC42|DHCR7|FBN1|KRAS|MGP|NF1|NOTCH1|NOTCH2|PTPN11|STAT3|SURF1|SHOC2|B4GALT7|RAB23|RNF135|B3GLCT,-11,0
1,-13,C0024143,M1,1,0,DisGeNET,35,Lupus Nephritis,,-13,5,10,30169,503,374,31,8.3,1.4,207|326|596|1432|1499|2052|2064|2099|2200|2212|2214|2625|2950|3075|3146|3569|3576|3725|4179|4204|4790|5054|5290|5291|5395|5594|5728|5879|6774|7040|7422,AKT1|AIRE|BCL2|MAPK14|CTNNB1|EPHX1|ERBB2|ESR1|FBN1|FCGR2A|FCGR3A|GATA3|GSTP1|CFH|HMGB1|IL6|CXCL8|JUN|CD46|MECP2|NFKB1|SERPINE1|PIK3CA|PIK3CB|PMS2|MAPK1|PTEN|RAC1|STAT3|TGFB1|VEGFA,-11,0
