_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-31.76919433264375,WP4262,M1,1,0,WikiPathways,27,Breast cancer pathway,,-31.76919433264375,17.69442815249267,23.34601839140254,30169,155,374,34,9.090909090909092,1.4865225912902922,207|472|545|595|672|675|1019|1499|1950|1956|2064|2099|2248|2249|2260|2353|2885|3479|3725|3845|4361|4683|4851|4853|5290|5295|5296|5594|5728|5888|5925|7157|8503|10000,AKT1|ATM|ATR|CCND1|BRCA1|BRCA2|CDK4|CTNNB1|EGF|EGFR|ERBB2|ESR1|FGF3|FGF4|FGFR1|FOS|GRB2|IGF1|JUN|KRAS|MRE11|NBN|NOTCH1|NOTCH2|PIK3CA|PIK3R1|PIK3R2|MAPK1|PTEN|RAD51|RB1|TP53|PIK3R3|AKT3,-28.235872997047714,0,1.0,0.0,0.0,-40.61043091701412,47.055035650623886,
1,-30.879424893023582,M15356,M1,1,0,Chemical And Genetic Perturbations,13,PUJANA BREAST CANCER LIT INT NETWORK,,-30.879424893023582,23.161460263673426,24.99448286068458,30169,101,374,29,7.754010695187166,1.3829330100603372,25|207|367|472|545|580|595|641|675|701|1017|1019|1387|2033|2099|3717|4292|4361|4683|5469|5888|5925|5932|5970|6117|6119|7157|8850|11200,ABL1|AKT1|AR|ATM|ATR|BARD1|CCND1|BLM|BRCA2|BUB1B|CDK2|CDK4|CREBBP|EP300|ESR1|JAK2|MLH1|MRE11|NBN|MED1|RAD51|RB1|RBBP8|RELA|RPA1|RPA3|TP53|KAT2B|CHEK2,-27.383892118316947,0,3.0,1.0,1.0,-30.879424893023582,67.22147950089126,
1,-30.78530693223101,R-HSA-199418,M1,1,0,Reactome Gene Sets,6,Negative regulation of the PI3K/AKT network,,-30.78530693223101,21.41569258435474,24.35987829623131,30169,113,374,30,8.02139037433155,1.4045346098652944,207|1950|1956|2064|2065|2099|2248|2249|2260|2263|2534|2885|3630|3667|3932|5290|5291|5295|5296|5518|5528|5594|5728|5781|5879|5880|6714|8503|10000|23396,AKT1|EGF|EGFR|ERBB2|ERBB3|ESR1|FGF3|FGF4|FGFR1|FGFR2|FYN|GRB2|INS|IRS1|LCK|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PPP2R1A|PPP2R5D|MAPK1|PTEN|PTPN11|RAC1|RAC2|SRC|PIK3R3|AKT3|PIP5K1C,-27.324536263783585,0,1.0,0.0,0.0,-40.61043091701412,47.055035650623886,
1,-30.29394507923479,WP4806,M1,1,0,WikiPathways,27,EGFR tyrosine kinase inhibitor resistance,,-30.29394507923479,25.92828495034378,25.63270275838806,30169,84,374,27,7.219251336898396,1.338256052316938,207|595|596|1950|1956|2064|2065|2263|2885|3479|3569|3717|3845|4763|5170|5290|5291|5295|5296|5335|5594|5728|6714|6774|7422|8503|10000,AKT1|CCND1|BCL2|EGF|EGFR|ERBB2|ERBB3|FGFR2|GRB2|IGF1|IL6|JAK2|KRAS|NF1|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|MAPK1|PTEN|SRC|STAT3|VEGFA|PIK3R3|AKT3,-26.88484925651207,0,1.0,0.0,0.0,-40.61043091701412,47.055035650623886,
1,-30.28347201821065,GO:0007507,M1,1,0,GO Biological Processes,19,heart development,19_GO:0032502 developmental process,-30.28347201821065,7.689363482476051,17.836857939262103,30169,556,374,53,14.171122994652407,1.8033625548142231,25|429|472|585|841|998|1027|1499|2033|2064|2065|2138|2200|2263|2303|2625|3725|3784|4194|4763|4851|4853|5308|5465|5469|5594|5728|5781|5925|6416|6648|6899|7040|7054|7157|7422|8195|8850|10021|10413|11277|23054|23322|23363|25836|54345|54903|55212|57545|129880|161742|200894|285590,ABL1|ASCL1|ATM|BBS4|CASP8|CDC42|CDKN1B|CTNNB1|EP300|ERBB2|ERBB3|EYA1|FBN1|FGFR2|FOXC2|GATA3|JUN|KCNQ1|MDM4|NF1|NOTCH1|NOTCH2|PITX2|PPARA|MED1|MAPK1|PTEN|PTPN11|RB1|MAP2K4|SOD2|TBX1|TGFB1|TH|TP53|VEGFA|MKKS|KAT2B|HCN4|YAP1|TREX1|NCOA6|RPGRIP1L|OBSL1|NIPBL|SOX18|MKS1|BBS7|CC2D2A|BBS5|SPRED1|ARL13B|SH3PXD2B,-26.88484925651207,0,4.0,1.0,1.0,-30.28347201821065,13.6062753688551,
1,-30.094993183408832,hsa04068,M1,1,0,KEGG Pathway,24,FoxO signaling pathway,,-30.094993183408832,19.08884761399355,23.246009310723483,30169,131,374,31,8.288770053475936,1.4256749000796418,207|472|595|1017|1027|1387|1432|1950|1956|2033|2290|2885|3479|3569|3630|3667|3845|5170|5290|5291|5295|5296|5594|5599|5728|6648|6774|7040|8503|10000|51422,AKT1|ATM|CCND1|CDK2|CDKN1B|CREBBP|MAPK14|EGF|EGFR|EP300|FOXG1|GRB2|IGF1|IL6|INS|IRS1|KRAS|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|MAPK1|MAPK8|PTEN|SOD2|STAT3|TGFB1|PIK3R3|AKT3|PRKAG2,-26.724399145310496,0,1.0,0.0,0.0,-40.61043091701412,47.055035650623886,
1,-30.001627155260156,M175,M1,1,0,Canonical Pathways,11,PID ERBB2 ERBB3 PATHWAY,,-30.001627155260156,40.33288770053476,29.25202989046133,30169,44,374,22,5.882352941176471,1.2166769176353394,207|998|1145|2064|2065|2353|2885|3717|3725|3845|4771|5290|5291|5295|5296|5594|5599|5781|5879|6714|6774|8503,AKT1|CDC42|CHRNE|ERBB2|ERBB3|FOS|GRB2|JAK2|JUN|KRAS|NF2|PIK3CA|PIK3CB|PIK3R1|PIK3R2|MAPK1|MAPK8|PTPN11|RAC1|SRC|STAT3|PIK3R3,-26.657362055884168,0,1.0,0.0,0.0,-40.61043091701412,47.055035650623886,
1,-29.333719552495452,R-HSA-5663202,M1,1,0,Reactome Gene Sets,6,Diseases of signal transduction by growth factor receptors and second messengers,,-29.333719552495452,8.75586938533549,18.212540337972737,30169,433,374,47,12.566844919786096,1.7140180930698306,207|1027|1387|1499|1950|1956|2033|2064|2065|2099|2248|2249|2260|2263|2534|2885|3667|3717|3845|3932|4204|4763|4851|5170|5290|5291|5295|5296|5335|5518|5528|5594|5728|5781|5879|5880|6714|6774|7040|8036|8503|8546|8850|9611|10000|54894|161742,AKT1|CDKN1B|CREBBP|CTNNB1|EGF|EGFR|EP300|ERBB2|ERBB3|ESR1|FGF3|FGF4|FGFR1|FGFR2|FYN|GRB2|IRS1|JAK2|KRAS|LCK|MECP2|NF1|NOTCH1|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|PPP2R1A|PPP2R5D|MAPK1|PTEN|PTPN11|RAC1|RAC2|SRC|STAT3|TGFB1|SHOC2|PIK3R3|AP3B1|KAT2B|NCOR1|AKT3|RNF43|SPRED1,-26.014278036844498,0,1.0,0.0,0.0,-40.61043091701412,47.055035650623886,
1,-28.712662379015786,WP4674,M1,1,0,WikiPathways,27,Head and neck squamous cell carcinoma,,-28.712662379015786,27.251951149009972,25.331892676249744,30169,74,374,25,6.684491978609626,1.2914432137969554,207|595|841|1019|1029|1499|1956|2064|2260|2263|3845|4790|4851|4853|5170|5290|5291|5295|5296|5728|5925|5970|7157|7422|10000,AKT1|CCND1|CASP8|CDK4|CDKN2A|CTNNB1|EGFR|ERBB2|FGFR1|FGFR2|KRAS|NFKB1|NOTCH1|NOTCH2|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PTEN|RB1|RELA|TP53|VEGFA|AKT3,-25.416701959214354,0,1.0,0.0,0.0,-40.61043091701412,47.055035650623886,
1,-28.688650222038508,R-HSA-6811558,M1,1,0,Reactome Gene Sets,6,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",,-28.688650222038508,21.307940671980628,23.466051858670085,30169,106,374,28,7.4866310160427805,1.3608481328687505,207|1950|1956|2064|2065|2099|2248|2249|2260|2263|2534|2885|3630|3667|3932|5290|5291|5295|5296|5518|5528|5594|5781|5879|5880|6714|8503|23396,AKT1|EGF|EGFR|ERBB2|ERBB3|ESR1|FGF3|FGF4|FGFR1|FGFR2|FYN|GRB2|INS|IRS1|LCK|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PPP2R1A|PPP2R5D|MAPK1|PTPN11|RAC1|RAC2|SRC|PIK3R3|PIP5K1C,-25.414966196948228,0,1.0,0.0,0.0,-40.61043091701412,47.055035650623886,
1,-27.990358695106394,WP5087,M1,1,0,WikiPathways,27,Malignant pleural mesothelioma,,-27.990358695106394,8.433240155566358,17.59753015248562,30169,440,374,46,12.29946524064171,1.6982766342264162,207|472|580|595|596|672|999|1000|1017|1019|1029|1286|1287|1432|1499|1950|1956|2248|2249|2260|2263|2885|3146|3479|3569|3630|3725|4149|4194|4214|4771|4790|5290|5291|5594|5599|5728|6416|6714|7040|7157|7422|10000|10413|25937|51422,AKT1|ATM|BARD1|CCND1|BCL2|BRCA1|CDH1|CDH2|CDK2|CDK4|CDKN2A|COL4A4|COL4A5|MAPK14|CTNNB1|EGF|EGFR|FGF3|FGF4|FGFR1|FGFR2|GRB2|HMGB1|IGF1|IL6|INS|JUN|MAX|MDM4|MAP3K1|NF2|NFKB1|PIK3CA|PIK3CB|MAPK1|MAPK8|PTEN|MAP2K4|SRC|TGFB1|TP53|VEGFA|AKT3|YAP1|WWTR1|PRKAG2,-24.737863969086053,0,5.0,1.0,1.0,-27.990358695106394,19.06645600388916,
1,-27.88411622854792,hsa01521,M1,1,0,KEGG Pathway,24,EGFR tyrosine kinase inhibitor resistance,,-27.88411622854792,25.52714411426251,24.45607742064765,30169,79,374,25,6.684491978609626,1.2914432137969554,207|596|1950|1956|2064|2065|2263|2885|3479|3569|3717|3845|4763|5290|5291|5295|5296|5335|5594|5728|6714|6774|7422|8503|10000,AKT1|BCL2|EGF|EGFR|ERBB2|ERBB3|FGFR2|GRB2|IGF1|IL6|JAK2|KRAS|NF1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|MAPK1|PTEN|SRC|STAT3|VEGFA|PIK3R3|AKT3,-24.651824888615867,0,1.0,0.0,0.0,-40.61043091701412,47.055035650623886,
1,-27.733238467376335,GO:0048568,M1,1,0,GO Biological Processes,19,embryonic organ development,19_GO:0032502 developmental process,-27.733238467376335,8.319788494280713,17.448456168157133,30169,446,374,46,12.29946524064171,1.6982766342264162,207|585|841|998|1499|1956|2067|2138|2200|2263|2290|2303|2625|2668|2885|3576|3784|4647|4851|4853|5308|5426|5469|5594|6899|6913|7040|7054|7157|7401|7422|8195|9496|10083|10413|25836|50814|51057|54345|54903|55212|57545|79728|124590|129880|200894,AKT1|BBS4|CASP8|CDC42|CTNNB1|EGFR|ERCC1|EYA1|FBN1|FGFR2|FOXG1|FOXC2|GATA3|GDNF|GRB2|CXCL8|KCNQ1|MYO7A|NOTCH1|NOTCH2|PITX2|POLE|MED1|MAPK1|TBX1|TBX15|TGFB1|TH|TP53|CLRN1|VEGFA|MKKS|TBX4|USH1C|YAP1|NIPBL|NSDHL|WDPCP|SOX18|MKS1|BBS7|CC2D2A|PALB2|USH1G|BBS5|ARL13B,-24.520252282639667,0,4.0,0.0,0.0,-30.28347201821065,13.6062753688551,
1,-27.704556489405558,R-HSA-9006934,M1,1,0,Reactome Gene Sets,6,Signaling by Receptor Tyrosine Kinases,,-27.704556489405558,7.586608435033409,16.991056051257818,30169,521,374,49,13.101604278074866,1.7447464253098777,207|429|998|1108|1286|1287|1290|1302|1432|1499|1950|1956|2033|2064|2065|2099|2248|2249|2260|2263|2353|2534|2885|3479|3630|3667|3717|3730|3845|3932|5170|5290|5291|5295|5296|5335|5518|5528|5594|5781|5879|6714|6774|7422|8503|9611|10000|10413|161742,AKT1|ASCL1|CDC42|CHD4|COL4A4|COL4A5|COL5A2|COL11A2|MAPK14|CTNNB1|EGF|EGFR|EP300|ERBB2|ERBB3|ESR1|FGF3|FGF4|FGFR1|FGFR2|FOS|FYN|GRB2|IGF1|INS|IRS1|JAK2|ANOS1|KRAS|LCK|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PLCG1|PPP2R1A|PPP2R5D|MAPK1|PTPN11|RAC1|SRC|STAT3|VEGFA|PIK3R3|NCOR1|AKT3|YAP1|SPRED1,-24.510053710362904,0,1.0,0.0,0.0,-40.61043091701412,47.055035650623886,
1,-27.45277946077018,R-HSA-2219528,M1,1,0,Reactome Gene Sets,6,PI3K/AKT Signaling in Cancer,,-27.45277946077018,20.9420763060469,22.82410755394057,30169,104,374,27,7.219251336898396,1.338256052316938,207|1027|1950|1956|2064|2065|2099|2248|2249|2260|2263|2534|2885|3667|3932|5170|5290|5291|5295|5296|5728|5781|5879|5880|6714|8503|10000,AKT1|CDKN1B|EGF|EGFR|ERBB2|ERBB3|ESR1|FGF3|FGF4|FGFR1|FGFR2|FYN|GRB2|IRS1|LCK|PDPK1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|PTEN|PTPN11|RAC1|RAC2|SRC|PIK3R3|AKT3,-24.276005448687958,0,1.0,0.0,0.0,-40.61043091701412,47.055035650623886,
1,-27.11756625353206,GO:0007423,M1,1,0,GO Biological Processes,19,sensory organ development,19_GO:0032502 developmental process,-27.11756625353206,7.163923215015055,16.540891616000952,30169,563,374,50,13.368983957219251,1.7597464751722396,429|585|596|1027|1290|1499|1956|2138|2200|2263|2290|2303|2625|2706|3725|3784|4149|4358|4647|4763|4771|4810|4851|4853|5308|5469|5594|5781|5818|6774|6899|7021|7054|7401|7422|9992|10002|10083|22930|23322|23363|25836|51057|54903|55212|57545|124590|147912|285590|388552,ASCL1|BBS4|BCL2|CDKN1B|COL5A2|CTNNB1|EGFR|EYA1|FBN1|FGFR2|FOXG1|FOXC2|GATA3|GJB2|JUN|KCNQ1|MAX|MPV17|MYO7A|NF1|NF2|NHS|NOTCH1|NOTCH2|PITX2|MED1|MAPK1|PTPN11|NECTIN1|STAT3|TBX1|TFAP2B|TH|CLRN1|VEGFA|KCNE2|NR2E3|USH1C|RAB3GAP1|RPGRIP1L|OBSL1|NIPBL|WDPCP|MKS1|BBS7|CC2D2A|USH1G|SIX5|SH3PXD2B|BLOC1S3,-23.95782558074862,0,6.0,1.0,1.0,-27.11756625353206,16.133155080213903,
1,-27.063505433932058,hsa05224,M1,1,0,KEGG Pathway,24,Breast cancer,,-27.063505433932058,16.462403143075413,21.054901556768517,30169,147,374,30,8.02139037433155,1.4045346098652944,207|595|672|675|1019|1499|1950|1956|2064|2099|2248|2249|2260|2353|2885|3479|3725|3845|4851|4853|5290|5291|5295|5296|5594|5728|5925|7157|8503|10000,AKT1|CCND1|BRCA1|BRCA2|CDK4|CTNNB1|EGF|EGFR|ERBB2|ESR1|FGF3|FGF4|FGFR1|FOS|GRB2|IGF1|JUN|KRAS|NOTCH1|NOTCH2|PIK3CA|PIK3CB|PIK3R1|PIK3R2|MAPK1|PTEN|RB1|TP53|PIK3R3|AKT3,-23.92842489714674,0,1.0,0.0,0.0,-40.61043091701412,47.055035650623886,
1,-27.041329269567587,GO:0009725,M1,1,0,GO Biological Processes,19,response to hormone,19_GO:0050896 response to stimulus,-27.041329269567587,6.018258112383458,15.740787234640626,30169,764,374,57,15.240641711229946,1.8584875480304563,15|207|367|583|585|595|596|672|1019|1027|1432|2033|2099|2200|2303|2353|2625|2706|2885|3569|3630|3667|3717|3784|4149|4790|4851|4982|5170|5290|5295|5296|5447|5465|5469|5781|5925|5970|6338|6340|6559|6663|6714|6774|7040|7054|8195|8289|8503|8850|9663|10002|10413|10499|10999|23054|83990,AANAT|AKT1|AR|BBS2|BBS4|CCND1|BCL2|BRCA1|CDK4|CDKN1B|MAPK14|EP300|ESR1|FBN1|FOXC2|FOS|GATA3|GJB2|GRB2|IL6|INS|IRS1|JAK2|KCNQ1|MAX|NFKB1|NOTCH1|TNFRSF11B|PDPK1|PIK3CA|PIK3R1|PIK3R2|POR|PPARA|MED1|PTPN11|RB1|RELA|SCNN1B|SCNN1G|SLC12A3|SOX10|SRC|STAT3|TGFB1|TH|MKKS|ARID1A|PIK3R3|KAT2B|LPIN2|NR2E3|YAP1|NCOA2|SLC27A4|NCOA6|BRIP1,-23.92842489714674,0,7.0,1.0,1.0,-27.041329269567587,9.371957308008076,
1,-27.040740920002044,hsa05161,M1,1,0,KEGG Pathway,24,Hepatitis B,,-27.040740920002044,15.4360434409454,20.641048976102038,30169,162,374,31,8.288770053475936,1.4256749000796418,207|596|841|1017|1387|1432|2033|2353|2885|3569|3576|3717|3725|3845|4214|4790|5290|5291|5295|5296|5594|5599|5925|5970|6416|6714|6774|7040|7157|8503|10000,AKT1|BCL2|CASP8|CDK2|CREBBP|MAPK14|EP300|FOS|GRB2|IL6|CXCL8|JAK2|JUN|KRAS|MAP3K1|NFKB1|PIK3CA|PIK3CB|PIK3R1|PIK3R2|MAPK1|MAPK8|RB1|RELA|MAP2K4|SRC|STAT3|TGFB1|TP53|PIK3R3|AKT3,-23.92842489714674,0,1.0,0.0,0.0,-40.61043091701412,47.055035650623886,
